20151101
18         CHER                          
LIEU-DIT   PRE DU MOULIN              
LIEU-DIT   PRE DU MOULIN CORNU        
LIEU-DIT   PRE DU RIAU                
LIEU-DIT   PRE GORDEAU                
LIEU-DIT   PRE LONG                   
LIEU-DIT   PRE MAILLEAU               
LIEU-DIT   PRE MOULINET               
LIEU-DIT   PRE POURRI                 
LIEU-DIT   PRE RIGOT                  
LIEU-DIT   LE PRE VERT                
LIEU-DIT   LES PRELATERIES            
LIEU-DIT   PREMIERE PLANTATION        
LIEU-DIT   PRES CHATELAINS            
LIEU-DIT   PRES D OISON               
LIEU-DIT   PRES DES RIAUX             
LIEU-DIT   LE PRESSOIR                
LIEU-DIT   PRUNSAC                    
LIEU-DIT   LE QUARTIER DE L AVION     
LIEU-DIT   QUEUE DU BOIS              
LIEU-DIT   LES QUINZE ARPENTS         
LIEU-DIT   LA RATERIE                 
LIEU-DIT   LE RECLAMEAU               
LIEU-DIT   LES REGAINS                
LIEU-DIT   LES RENARDIERES            
LIEU-DIT   LES RENNEAUX               
LIEU-DIT   LA RESERVE DU CHATEAU      
LIEU-DIT   LES RESSARTS               
LIEU-DIT   LES RIENS                  
LIEU-DIT   LE RIT COUSSIT             
LIEU-DIT   LE RIT TOUCHON             
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LES ROCHES                 
LIEU-DIT   LES ROMPIS                 
LIEU-DIT   LA RONCE                   
LIEU-DIT   LA ROYERE                  
LIEU-DIT   LA RUELLEE                 
LIEU-DIT   LA RUESSE                  
LIEU-DIT   LES SABLONNETTES           
LIEU-DIT   LA SALERAME                
LIEU-DIT   LA SAULEE                  
LIEU-DIT   LES SCHAUX                 
LIEU-DIT   LES SERGENS                
LIEU-DIT   LA SEVENTE                 
LIEU-DIT   LES SIMONS                 
LIEU-DIT   LES SIMORDS                
LIEU-DIT   LA TAILLE                  
LIEU-DIT   TAILLE CHATAIGNIER         
LIEU-DIT   LA TAILLE CREUSE           
LIEU-DIT   LA TAILLE D EN HAUT        
LIEU-DIT   TAILLE DES OUCHES          
LIEU-DIT   LA TAILLE DU BOIS          
LIEU-DIT   LA TAILLE DU BOURG         
LIEU-DIT   TAILLE DU MESLIER ANTE     
LIEU-DIT   TAILLE MARGAT              
LIEU-DIT   LA TAUPAINE                
LIEU-DIT   LA TERRE DES COQUES        
LIEU-DIT   TERRES AUX CHIENS          
LIEU-DIT   TERRES NOIRES              
LIEU-DIT   LES TERRES TIREES          
LIEU-DIT   LES TREMBLES               
LIEU-DIT   TROISIEME PLANTATION       
LIEU-DIT   LES TROUS                  
LIEU-DIT   LES VACHERS                
LIEU-DIT   LA VALLEE                  
LIEU-DIT   LA VALLEE D EAU            
LIEU-DIT   LES VALLEES                
LIEU-DIT   LA VARENNE                 
LIEU-DIT   LE VERDEAU                 
LIEU-DIT   LA VEVE                    
LIEU-DIT   LA VEVE AUX FILLES         
LIEU-DIT   LA VEVE BERTON             
LIEU-DIT   LA VEVE CARDEUX            
LIEU-DIT   LA VEVE DES CHARMES        
LIEU-DIT   LA VEVE DES REAUX          
LIEU-DIT   LA VEVE GAULIER            
LIEU-DIT   LA VEVE GROUSSAIS          
LIEU-DIT   LE VIEUX TAILLIS           
LIEU-DIT   LES VIGNES                 
LIEU-DIT   LES BRUYERES DES GRD RUESS 
LIEU-DIT   LE FOND DES LOGES          
LIEU-DIT   LA CHARMILLE               
ROUTE      DE VAILLY                  
           commune :     VILLENEUVE-SUR-CHER            departement : CHER                          
LIEU-DIT   L ARDILLIER                
LIEU-DIT   LES AUGERETS               
LIEU-DIT   BOIS BARDON                
LIEU-DIT   BOIS DE L ECREVIN          
LIEU-DIT   BOIS DE L ECREVY           
LIEU-DIT   BOIS DE L EGLISE           
LIEU-DIT   BOIS DE LA CROIX           
LIEU-DIT   BOIS DE LA FOI             
LIEU-DIT   BOIS DE LA JARROY          
LIEU-DIT   BOIS DE SAINT FLORENT      
LIEU-DIT   BOIS DU CHAMP DES LIGNES   
LIEU-DIT   BOIS DU PALAIS             
LIEU-DIT   BOIS LE ROI                
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOURRET                    
LIEU-DIT   LES BREUX                  
LIEU-DIT   BUISSON DU RELAI           
LIEU-DIT   BUISSON ROND               
LIEU-DIT   CARROIR LAMBERT            
LIEU-DIT   CHAMP BONNET               
LIEU-DIT   CHAMP BOUCHARD             
LIEU-DIT   CHAMP BOUILLET             
LIEU-DIT   CHAMP DE DEVANT            
LIEU-DIT   CHAMP DE L ECREVIN         
LIEU-DIT   CHAMP DE L ECREVY          
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DE LA DAME           
LIEU-DIT   CHAMP DE LA GARENNE        
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA MOUTIERE       
LIEU-DIT   CHAMP DE LA RAIRIE         
LIEU-DIT   CHAMP DE PLOTARD           
LIEU-DIT   CHAMP DES ARDILLIERS       
LIEU-DIT   CHAMP DE BATAILLES         
LIEU-DIT   CHAMP DES LIGNES           
LIEU-DIT   CHAMP DU CROT              
LIEU-DIT   CHAMP DU PALAIS            
LIEU-DIT   CHAMP FERRAND              
LIEU-DIT   CHAMP FOURNIER             
LIEU-DIT   CHAMP GRELOT               
LIEU-DIT   CHAMP MARCILLAC            
LIEU-DIT   CHAMP MICHAULT             
LIEU-DIT   CHAMP PICARD               
LIEU-DIT   CHAMP THUDOR               
LIEU-DIT   CHAMP TIRAN                
LIEU-DIT   LA CHARBONNIERE            
LIEU-DIT   CHATEAU DE VILLENEUVE      
LIEU-DIT   CHATILLON VILLAGE          
LIEU-DIT   LE CHAUME AUX LIEVRES      
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LE COEUR DOUX              
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   LES COMMUNAUX DE LA LANDE  
LIEU-DIT   LA COMMUNE                 
LIEU-DIT   LES CRIAS                  
LIEU-DIT   LES CRIATS                 
LIEU-DIT   LA CROIX                   
LIEU-DIT   CROT NEUF                  
LIEU-DIT   DESSUS DES HATES           
LIEU-DIT   DOMAINE DU JARROY          
LIEU-DIT   DOMAINE DU VIEUX CHATEAU   
LIEU-DIT   LES FERTES                 
LIEU-DIT   LA FONTAINE CLAIRE         
LIEU-DIT   LA FONTAINE DE PIERRE      
LIEU-DIT   LES FONTIGNAUX             
LIEU-DIT   LES FOUGERES               
LIEU-DIT   GALIFARD                   
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GENERAUX               
LIEU-DIT   GRAND BAIL DOMAINE         
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   GRAND PRE                  
LIEU-DIT   GRANDE FABRICE             
LIEU-DIT   GRANDE MARGELLE            
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   GRANDE PIECE               
LIEU-DIT   GRANDES VARENNES           
LIEU-DIT   GRENOUILLAT                
LIEU-DIT   LA GROSSE PIERRE           
LIEU-DIT   LES HATES                  
LIEU-DIT   LE JARROY                  
LIEU-DIT   LES JUSTICES               
LIEU-DIT   LA LANDE                   
LIEU-DIT   LE LINGOT                  
LIEU-DIT   LA MADELEINE               
LIEU-DIT   LA MANCHE                  
LIEU-DIT   LE MONTET                  
LIEU-DIT   MOULIN NEUF                
LIEU-DIT   NOIR DES PILES             
LIEU-DIT   LA NOUE DE L ANSE          
LIEU-DIT   L ORME PLAT                
LIEU-DIT   LES ORMES GOTS             
LIEU-DIT   LES PARNEAUX               
LIEU-DIT   LES PERREAUX               
LIEU-DIT   LES PERRIERES              
LIEU-DIT   LE PETIT LALANDE           
LIEU-DIT   PETIT PRE                  
LIEU-DIT   LES PETITS BOIS            
LIEU-DIT   PIED BOURGERON             
LIEU-DIT   PLOTARD                    
LIEU-DIT   LA PORCHERONE              
LIEU-DIT   PRE BATON                  
LIEU-DIT   PRE DE BOURRET             
LIEU-DIT   PRE DU CHATEAU             
LIEU-DIT   PRE NERON                  
LIEU-DIT   LES QUATRE CHENES          
LIEU-DIT   LES RAMASSIS               
LIEU-DIT   LES RENARDIERES            
LIEU-DIT   LES SABLES                 
LIEU-DIT   LA SOUCHE                  
LIEU-DIT   LA SUZANNE                 
LIEU-DIT   TERRE NEUVE                
LIEU-DIT   LES TERRIERS               
LIEU-DIT   LA TOUCHE                  
LIEU-DIT   TOUR DE BEAU               
LIEU-DIT   LES TURLUBINS              
LIEU-DIT   LA VALLEE DU PORT          
LIEU-DIT   LA VALLEE MASSET           
LIEU-DIT   LA VALLEE DE L AYET        
LIEU-DIT   LA VALLEE SAGET            
LIEU-DIT   LES VARENNES               
LIEU-DIT   LA VIEILLE COUPE           
LIEU-DIT   VIGNE DE LA LANDE          
LIEU-DIT   LE VIGNERON                
LIEU-DIT   VILLAGE DE LA RAIRIE       
LIEU-DIT   LA RAIRIE                  
LIEU-DIT   LE VIEUX CHATEAU           
LIEU-DIT   LA MADELEINE DES BUIS      
CHEMIN     DE L ABIME                 
ROUTE      DE BOURGES                 
RUE        DU CHAMP DE DEVANT         
ROUTE      DE CHAROST                 
ROUTE      DE CHATILLON VILLAGE       
CHEMIN     DE CIVRAY                  
ROUTE      PLOU                       
COUR       COLETTE                    
ROUTE      DES COMMUNAUX              
PASSERELLE DE L EGLISE                
CHEMIN     DE GALIFARD                
CHEMIN     DU MONTET                  
CHEMIN     DU MOULIN                  
ROUTE      DE SAINT FLORENT           
ROUTE      DE SAINTE THORETTE         
IMPASSE    DE LA SOUCHE               
CHEMIN     DES TAILLES                
ROUTE      DES TROIS ORMES            
CHEMIN     DES TUILERIES              
           commune :     VILLEQUIERS                    departement : CHER                          
LIEU-DIT   L AUBEPIN                  
LIEU-DIT   BAILLY                     
LIEU-DIT   BERRY                      
LIEU-DIT   BOIS CACADIER              
LIEU-DIT   BOIS DE LA CHAUME          
LIEU-DIT   LE BOIS DE LA COUR PHILIPO 
LIEU-DIT   BOIS DE LACOUR             
LIEU-DIT   BOIS FOUCAULT              
LIEU-DIT   BOIS RONDEAU               
LIEU-DIT   LA BONDONE                 
LIEU-DIT   LES BOULAISES              
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BRECHE                  
LIEU-DIT   LES BROUERES               
LIEU-DIT   LES CACROTES               
LIEU-DIT   LA CARELLE                 
LIEU-DIT   LES CARNAQUIS              
LIEU-DIT   LES CHAGNES                
LIEU-DIT   CHAMP AUX GRUES            
LIEU-DIT   CHAMP AUX MOINES           
LIEU-DIT   CHAMP DE CHAUMOIS          
LIEU-DIT   CHAMP DE L EGLISE          
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DU MAI               
LIEU-DIT   CHAMP DU MOULIN            
LIEU-DIT   CHAMP LONG                 
LIEU-DIT   LE CHAMP RENFERME          
LIEU-DIT   CHAMPS BLANCS              
LIEU-DIT   CHAMPS CLOS                
LIEU-DIT   LES CHAMPS D EN BAS        
LIEU-DIT   CHAMPS DE L ETANG          
LIEU-DIT   CHAMPS DE LA BONNE DAME    
LIEU-DIT   CHAMPS DE LA CAVE          
LIEU-DIT   CHAMPS DE LA VIGNE         
LIEU-DIT   LES CHAMPS DES NOUES       
LIEU-DIT   CHAMPS DONIN               
LIEU-DIT   CHAMPS GAILLARD            
LIEU-DIT   CHAMPS RODOT               
LIEU-DIT   LA CHARBONNIERE            
LIEU-DIT   CHATEAUFORT                
LIEU-DIT   CHAUME BLANCHE             
LIEU-DIT   LA CHAUMOTTE               
LIEU-DIT   CHENE ROND                 
LIEU-DIT   LE CHETIF MOULIN           
LIEU-DIT   CLANAY                     
LIEU-DIT   LA CLEF                    
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   LA COUR PHILIPON           
LIEU-DIT   CROIX BLANCHE              
LIEU-DIT   LA CROIX DE PIERRE         
LIEU-DIT   LA CROIX POLICARD          
LIEU-DIT   LES CROTS BLANCS           
LIEU-DIT   CRUX                       
LIEU-DIT   LE CRY                     
LIEU-DIT   CUL D OZIER                
LIEU-DIT   LA DURIE                   
LIEU-DIT   ETANG DE PIGNOUX           
LIEU-DIT   L ETANG DES RETRAITS       
LIEU-DIT   LES FERTICES               
LIEU-DIT   LA FERTISSE                
LIEU-DIT   FONTENAY                   
LIEU-DIT   LES FOUGERES               
LIEU-DIT   LES GABILLONS              
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GENIEVRES              
LIEU-DIT   LE GOULET                  
LIEU-DIT   LA GOUTELLE                
LIEU-DIT   LE GRAILLET                
LIEU-DIT   LE GRAND AZILLON           
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND COLLEMINE            
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRANDE BOULOISE            
LIEU-DIT   GRANDE COLLEMINE           
LIEU-DIT   LA GRANDE FAYE             
LIEU-DIT   GRANDE GARENNE             
LIEU-DIT   GRANDE GUETE               
LIEU-DIT   LES GRANDES TERRES         
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANGES                
LIEU-DIT   LES GRATTE CHIENS          
LIEU-DIT   LA GRENOUILLERE            
LIEU-DIT   LE GUE                     
LIEU-DIT   LA GUETE                   
LIEU-DIT   LA GUINCHIERE              
LIEU-DIT   LES HUCHETTES              
LIEU-DIT   LES JUGES                  
LIEU-DIT   LES JUSTICES               
LIEU-DIT   LACOUR                     
LIEU-DIT   LARRE                      
LIEU-DIT   LA LOGE A COCHONS          
LIEU-DIT   LES LURIES                 
LIEU-DIT   LES MERISIERS              
LIEU-DIT   LE MOULIN A EAU            
LIEU-DIT   LE MOULIN DE LA VILLE      
LIEU-DIT   NAUBOIS                    
LIEU-DIT   NOHAN                      
LIEU-DIT   LA NOURAS                  
LIEU-DIT   LES NOURETTES              
LIEU-DIT   L OUCHE                    
LIEU-DIT   LES PAINDERIES             
LIEU-DIT   LES PAPOLONS               
LIEU-DIT   LE PARC                    
LIEU-DIT   LES PECHERIES              
LIEU-DIT   LE PETIT AZILLON           
LIEU-DIT   PETITE COLLEMINE           
LIEU-DIT   LA PETITE FAYE             
LIEU-DIT   LA PLANCHE                 
LIEU-DIT   POINT AGILE                
LIEU-DIT   LE POIRET                  
LIEU-DIT   POMMIER DOUX               
LIEU-DIT   PRE BARBON                 
LIEU-DIT   LE PRE DE CHANTERELLE      
LIEU-DIT   PRE DE LA VAUVISE          
LIEU-DIT   PRE DU CLOS                
LIEU-DIT   LE PRE GALAND              
LIEU-DIT   LA PRELE                   
LIEU-DIT   LE PRELY                   
LIEU-DIT   LES PRES BAQUET            
LIEU-DIT   LES PRES D ONGES           
LIEU-DIT   LES PRES DE BERRY          
LIEU-DIT   LES PRES DE L ETANG        
LIEU-DIT   PRES DE VILLERS            
LIEU-DIT   PRES DU CHATEAU            
LIEU-DIT   PRES PELLERIN              
LIEU-DIT   LES QUATRE ARPENTS         
LIEU-DIT   LES RABLES                 
LIEU-DIT   LES RATELIERS              
LIEU-DIT   LA RESERVE                 
LIEU-DIT   LA RUE                     
LIEU-DIT   LA RUESSE                  
LIEU-DIT   LA SABLONIERE              
LIEU-DIT   SAINT BARTHELEMY           
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SAINTE CATHERINE           
LIEU-DIT   LES SALLINS                
LIEU-DIT   LES SECHERONS              
LIEU-DIT   TAILLES DE CRUX            
LIEU-DIT   LES TRAMES                 
LIEU-DIT   TRIBAUT                    
LIEU-DIT   LE TRINGALION              
LIEU-DIT   LES TROIS ORMES            
LIEU-DIT   LE TROU A CHANVRE          
LIEU-DIT   LA VALLEE AU LOUP          
LIEU-DIT   LA VAUVISE                 
LIEU-DIT   VILLERS                    
LIEU-DIT   LE CHP DE FOIRE            
IMPASSE    DE LA RUE BASSE            
RUE        BASSE                      
ROUTE      DE BAUGY                   
IMPASSE    DE LA CHICANE              
RUE        DE LA CHICANE              
CHEMIN     DE LA CROIX BLANCHE        
RUE        DU CHAMP DE FOIRE          
RUE        DE CLANAY                  
RUE        DU CHATEAU                 
CHEMIN     DE CRUX                    
ROUTE      DE COUY                    
RUE        DE LA CROIX DE PIERRE      
CHEMIN     DU DOMAINE DE CRUX         
PLACE      DE L EGLISE                
RUE        DE LA GARENNE              
ROUTE      DE GARIGNY                 
RUE        DU GRAILLET                
GR         LA GRANDE RUE              
ROUTE      DE GRON                    
RUE        DU HUIT MAI                
RUE        DU 19 MARS 1962            
RUE        DES HAUTS DE STE CATHERINE 
IMPASSE    LE LARRE                   
ROUTE      DE LAVERDINES              
IMPASSE    DU LAVOIR                  
RUE        DE LA LIBERTE              
ROUTE      DE MORNAY BERRY            
PLACE      DU 11 NOVEMBRE             
RUE        DU MOULIN DE LA VILLE      
PLACE      DES TILLEULS               
IMPASSE    SAINTE CATHERINE           
RUE        DES THUYAS                 
IMPASSE    DES TRAINES                
PLACE      DU TRANCHET                
CHEMIN     DE LA VALLEE               
CHEMIN     DES VIGNES                 
CHEMIN     DE VILLERS                 
IMPASSE    DE VILLERS                 
           commune :     VINON                          departement : CHER                          
LOT        DES MOINEAUX               
LIEU-DIT   ARCHY                      
LIEU-DIT   LES ARIVAUX                
LIEU-DIT   LES ARPENTS                
LIEU-DIT   BANNON                     
LIEU-DIT   LA BICHATERIE              
LIEU-DIT   BOIS BIGOT                 
LIEU-DIT   BOIS DE MOINEAU            
LIEU-DIT   BOIS DE VERRY              
LIEU-DIT   DE BOISSEAU                
LIEU-DIT   LES BOULOISEAUX            
LIEU-DIT   LES BOULOISES DE BANNON    
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES CASSONS                
LIEU-DIT   LES CHAGNATS               
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   LES CHAILLOUX DE BANNON    
LIEU-DIT   LES CHAILLOUX DE VERRY     
LIEU-DIT   CHAMMENARD                 
LIEU-DIT   LES CHAMONS                
LIEU-DIT   CHAMP DE MOINEAU           
LIEU-DIT   CHAMPS BOURGEOIS           
LIEU-DIT   CHAMPS DE L ECU            
LIEU-DIT   CHAMPS DE LA POINTE        
LIEU-DIT   CHAMPS DE LA RECHE         
LIEU-DIT   CHAMPS FOSSES              
LIEU-DIT   CHAMPS GRIFFONS            
LIEU-DIT   CHAMPS PLAIDES             
LIEU-DIT   DE CHARNIER                
LIEU-DIT   LES CHAVOCHES              
LIEU-DIT   LES COLOMBIERS             
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   LES COTES AUX VALETS       
LIEU-DIT   COUARGUES                  
LIEU-DIT   LES COUDRAYS               
LIEU-DIT   LES COUDRETS               
LIEU-DIT   LE COUPOY                  
LIEU-DIT   LES CRAQUELINS             
LIEU-DIT   LES CRIS                   
LIEU-DIT   LA CROIX D UN              
LIEU-DIT   CROIX DES EPINETTES        
LIEU-DIT   LE CROT A L ANE            
LIEU-DIT   LE CROT AUX CANES          
LIEU-DIT   LES DANGUIENES             
LIEU-DIT   LE DESERT DU PETIT BANNON  
LIEU-DIT   LES FONDS DE BANNON        
LIEU-DIT   LES GARENNES               
LIEU-DIT   LE GATE PAIN               
LIEU-DIT   LES GENIEVRES              
LIEU-DIT   LA GOYARDE                 
LIEU-DIT   LE GRAND VILLERET          
LIEU-DIT   LES GRANDES BOULOISES      
LIEU-DIT   LES GRANDES CHENEVIERES    
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GRANDES VALLEES        
LIEU-DIT   GRANDS CHAMPS DE VILLERET  
LIEU-DIT   LA GRANGE DES CHAMPS       
LIEU-DIT   LE GROS CHEMIN             
LIEU-DIT   LES GROS PRES              
LIEU-DIT   L HATE A L OIE             
LIEU-DIT   LES HATES                  
LIEU-DIT   LES HATES BLANCHARD        
LIEU-DIT   LIBADON                    
LIEU-DIT   LE LIBON                   
LIEU-DIT   LES MAISONS HAUTES         
LIEU-DIT   LES MARNES                 
LIEU-DIT   LES MICHELETTES            
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   NAUDELEONS                 
LIEU-DIT   LA NAUNERIE                
LIEU-DIT   LE PETIT VILLERET          
LIEU-DIT   LES PETITES BOULOISES      
LIEU-DIT   PRES CARDEUX               
LIEU-DIT   PRES DE CHARNIER           
LIEU-DIT   PRES DE LA RECHE           
LIEU-DIT   PRESLE                     
LIEU-DIT   LA QUEUE DE L ETANG        
LIEU-DIT   LA RECHE                   
LIEU-DIT   RECY                       
LIEU-DIT   LES RENAUDINS              
LIEU-DIT   LES RENTES                 
LIEU-DIT   LES ROBINS                 
LIEU-DIT   LES RONDELETS              
LIEU-DIT   LES ROUGEROLLES            
