20151101
58         NIEVRE                        
LIEU-DIT   LES JARRYES                
LIEU-DIT   LAVAUX                     
LIEU-DIT   LES LONGUERELLES           
LIEU-DIT   LES METAIRIES              
LIEU-DIT   LA MIGNARDERIE             
LIEU-DIT   LES MONTAIS                
LIEU-DIT   LE MONTFORT                
LIEU-DIT   LA MONTJAIE                
LIEU-DIT   LES MONTMENADES            
LIEU-DIT   NEUILLY                    
LIEU-DIT   OUCHE MOREAU               
LIEU-DIT   LES PAILLAUDES             
LIEU-DIT   LE PARC CHEVALIER          
LIEU-DIT   PATURAIL DE CHANTOLLE      
LIEU-DIT   LE PATUREAU GAUTRAIN NORD  
LIEU-DIT   LE PATUREAU GAUTRAIN SUD   
LIEU-DIT   LES PERIAUX                
LIEU-DIT   PERRIGUIERE                
LIEU-DIT   PETIT MONTGIVRE            
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LES PISSEAUX               
LIEU-DIT   LE PONTEAU                 
LIEU-DIT   PRAIRIE DE LA MALLE        
LIEU-DIT   LA PRAIRIE DE POUGUES      
LIEU-DIT   PRE AUX MOINES             
LIEU-DIT   PRE DE CHANTOLLE           
LIEU-DIT   PRE DE L ETANG             
LIEU-DIT   PRE DE LA FONTAINE AUX FIL 
LIEU-DIT   PRE DE LA ROUTE            
LIEU-DIT   PRE DES SOUS               
LIEU-DIT   PRE DES VIGNOTS            
LIEU-DIT   LE PRE DU PONT             
LIEU-DIT   PRE FROT                   
LIEU-DIT   LE PRE LONG                
LIEU-DIT   LES PREBENDES              
LIEU-DIT   PRES DU LAC                
LIEU-DIT   LES PRES FROTS             
LIEU-DIT   PRIEZ                      
LIEU-DIT   LES PRUCHES                
LIEU-DIT   LES RIOTS                  
LIEU-DIT   LES ROMPEES                
LIEU-DIT   LA ROUESSE MARTINOT        
LIEU-DIT   LES ROUESSES               
LIEU-DIT   SAULIERE                   
LIEU-DIT   LES SEIGLES                
LIEU-DIT   LES SOUS                   
LIEU-DIT   THELEUR                    
LIEU-DIT   LA VALLEE DES VICREUSES    
LIEU-DIT   LES VARENNES               
LIEU-DIT   LES VICREUSES              
LIEU-DIT   LES VIEVRES                
LIEU-DIT   LE VIGNOT                  
LIEU-DIT   COUR DE BOURGNEUF          
CHEMIN     DES AIJOUX                 
ALLEE      ANDRE FREBAULT             
RUE        DE BEL AIR                 
RUE        DU BOIS PAILLARD           
RUE        DE BOURGNEUF               
CRS        DE BOURGNEUF               
RUE        BOUTRON                    
RUE        DE BRAMEPAIN               
RUE        DES CAPUCINS               
AVENUE     DU CASINO                  
RUE        DU CHP PARIS               
RUE        DE CHANTERNE               
PLACE      CHAPAL                     
RUE        DES CHARONDES              
RUE        DU CHATEAU                 
RUE        DU CHATELET                
RUE        DU CHAZEAU                 
AVENUE     CHEVALIER                  
RUE        DU CLOU DE PIERRE          
AVENUE     CONTI                      
RUE        COQUEMAR                   
RUE        DES COULONS                
IMPASSE    DE LA CRESSONNERIE         
RUE        DU CROT GALOP              
RUE        DES CUMINES                
PLACE      DE L EGLISE                
RUE        DU 19 MARS 1962            
RUE        DU DOC FAUCHER             
RUE        DU DOC JEAN PIDOUX         
RUE        DU DOC MIGNOT              
PLACE      DE L EGLISE                
RUE        FREBAULT DE MONTLOUIS      
AVENUE     DE LA GARE                 
RUE        DES GRAVIERES              
CRS        DE GRAVIERES               
RUE        DE LA GRAVOTTE             
RUE        DU HAUT DE PRIEZ           
RUE        DU 8 MAI                   
RUE        JEAN JACQUES ROUSSEAU      
AVENUE     JULES RENARD               
           LOTISSEMENT STE COLOMBE    
RUE        DU MANOIR                  
IMPASSE    DE MAUPERTUIS              
RUE        DE MAUPERTUIS              
RUE        DE LA MERE GRAND           
RUE        DE LA MIGNARDERIE          
IMPASSE    DES MONTAIS                
RUE        DES MONTAIS                
RUE        DE MONTFORT                
RUE        DU MONT GIVRE              
RUE        DES MONTMENADES            
RUE        DES MONTMENADES PROLONGEE  
RUE        DES MORINS                 
RUE        DE NEUILLY                 
RUE        DE NEVERS                  
RUE        NOUVELLE                   
RUE        DU 11 NOVEMBRE             
RUE        DES OUCHES COULONS         
AVENUE     DE PARIS                   
RUE        DES PETITES FONTAINES      
RUE        DES PEUPLIERS              
RUE        DU PRE DU BOURG            
RUE        DU PRE JACOT               
RUE        DU PRESBYTERE              
RUE        DE PRIEZ                   
CHEMIN     DES RIOTS                  
RUE        DES SAINFOINS              
BOULEVARD  DE LA SANTE                
RUE        DE SATINGES                
IMPASSE    DES SAULES                 
RUE        DES SAULES                 
RUE        DES SOURCES                
IMPASSE    DES VARENNES               
RUE        DE LA VERNEE               
RUE        DES VICREUSES              
RUE        DES VIEVRES                
IMPASSE    DES VIEVRES                
RUE        DES MONTMENADES PROLONGEE  
           commune :     POUILLY SUR LOIRE              departement : NIEVRE                        
RESIDENCE  FOYER DU COTEAU DES VIGNES 
RESIDENCE  DES GAZONS                 
RESIDENCE  NAPOLEON                   
LIEU-DIT   LES ARABLES                
LIEU-DIT   LES ARPENTS                
LIEU-DIT   LES ARPENTS NUMERO DEUX    
LIEU-DIT   LES ASSERTS                
LIEU-DIT   L AUBEPIN                  
LIEU-DIT   L AUSSERY                  
LIEU-DIT   LES BARDEBOUTS             
LIEU-DIT   LES BASCOINS NORD          
LIEU-DIT   LES BASCOINS SUD           
LIEU-DIT   LES BERGENTES              
LIEU-DIT   LES BERNADATS              
LIEU-DIT   LES BERTOTS                
LIEU-DIT   LES BLEUS                  
LIEU-DIT   BOIS BERNE                 
LIEU-DIT   BOIS CARRE                 
LIEU-DIT   BOIS DE LA BOUEE           
LIEU-DIT   BOIS DE NOZET              
LIEU-DIT   LE BOIS DES TREMBLES       
LIEU-DIT   LE BOIS DU PUITS           
LIEU-DIT   BOIS LAQUAIS               
LIEU-DIT   LE BOIS MIGNON             
LIEU-DIT   BOIS PERROT                
LIEU-DIT   BOIS PERTUIS               
LIEU-DIT   BOIS PLAIDE                
LIEU-DIT   LES BONNES ANGUILLES       
LIEU-DIT   BOUCHOT DU BAS             
LIEU-DIT   BOUCHOT DU HAUT            
LIEU-DIT   LES BOUTTES QUEUES         
LIEU-DIT   LA BREUILLE                
LIEU-DIT   LES BRULIES SUD            
LIEU-DIT   BUISSON DE LA GERDINE      
LIEU-DIT   CARRIERES DE MALVEAUX      
LIEU-DIT   CARRIERES DE VAURIGNY      
LIEU-DIT   LA CASTILLE                
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   CHAMP DE BERGE             
LIEU-DIT   CHAMP DE NOTS              
LIEU-DIT   CHAMP DES BASCOINS         
LIEU-DIT   CHAMP DU CHASSIS           
LIEU-DIT   LES CHAMPS BAUDIN          
LIEU-DIT   CHAMPS DE LA METAIRIE BUCH 
LIEU-DIT   LES CHAMPS DE MATRAY       
LIEU-DIT   LES CHAMPS DE PERNAYS      
LIEU-DIT   LES CHAMPS DE PIOT         
LIEU-DIT   LES CHAMPS DES BILLONS     
LIEU-DIT   CHAMPS DES BOIS BERNE      
LIEU-DIT   CHAMPS SUR LOIRE           
LIEU-DIT   CHANTALLOUETTE MIDI        
LIEU-DIT   CHANTALLOUETTE NORD        
LIEU-DIT   LE CHANTIER BLANC          
LIEU-DIT   LES CHAPELLES              
LIEU-DIT   CHARENTON                  
LIEU-DIT   LE CHATEAU DU NOZET        
LIEU-DIT   CHATEAU GAILLARD           
LIEU-DIT   LA CHAUME GARILLON         
LIEU-DIT   LA CHAUME MARION           
LIEU-DIT   LES CHAUMES                
LIEU-DIT   CHAUMES AUX DEMOISELLES    
LIEU-DIT   LES CHAUMES COMMUNES       
LIEU-DIT   LES CHAUMIENNES            
LIEU-DIT   LES CHAZEAUX               
LIEU-DIT   LES CHENES                 
LIEU-DIT   LES CHETIFS BOIS           
LIEU-DIT   LES CLAS                   
LIEU-DIT   LE CLOS DES CHARMES        
LIEU-DIT   LE CLOU                    
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LES COQUES                 
LIEU-DIT   LES COQUES VIEILLES        
LIEU-DIT   LES CORNES BOEUFS          
LIEU-DIT   LES CORNETS                
LIEU-DIT   LES CORNETTES              
LIEU-DIT   LES COTEAUX                
LIEU-DIT   COTES EN VERSES NUMERO DEU 
LIEU-DIT   LES COTES EN VERSES NUMERO 
LIEU-DIT   LES CRIOTS                 
LIEU-DIT   LES CRIOTS NORD            
LIEU-DIT   LES CRIOTS(SUD)            
LIEU-DIT   DOMAINE DES BROSSES        
LIEU-DIT   LA FAISANDERIE             
LIEU-DIT   FERME DE MALVEAUX          
LIEU-DIT   LES FOLTIERES              
LIEU-DIT   LE FOND DE LA SERAIGNE     
LIEU-DIT   LE FOND DES SOLANGES       
LIEU-DIT   LA FONTAINE DES PLUMES     
LIEU-DIT   LES FORNATTES              
LIEU-DIT   LES FOUGERES               
LIEU-DIT   LES FOURNEAUX              
LIEU-DIT   LES GALLETAS               
LIEU-DIT   LES GARDE LOUPS            
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARILLE SUD             
LIEU-DIT   LES GAZONS                 
LIEU-DIT   LES GENDARMES              
LIEU-DIT   LES GENIEVRES              
LIEU-DIT   LE GRAND MALVAUX           
LIEU-DIT   LE GRAND MALVEAUX          
LIEU-DIT   LES GRANDES GATINES        
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRIOTTES               
LIEU-DIT   LES GUILLERAULTS           
LIEU-DIT   LES JAPELOUP               
LIEU-DIT   LA LOGE AUX MOINES         
LIEU-DIT   LES LOGES                  
LIEU-DIT   LES LONGUES ROCHES         
LIEU-DIT   LA MAISONNETTE             
LIEU-DIT   LES MARNES                 
LIEU-DIT   LA METAIRIE BUCHET         
LIEU-DIT   LES MEUNIERES              
LIEU-DIT   LES MOUILLERES             
LIEU-DIT   MOULINS A VENT DE CHARENTO 
LIEU-DIT   LES MOULINS A VENT DES LOG 
LIEU-DIT   LES OUCHES                 
LIEU-DIT   LES OUCHES SALONS          
LIEU-DIT   LES PECHIGNOLLES           
LIEU-DIT   LES PECHIGNOLLES SUD       
LIEU-DIT   LES PERRIERES              
LIEU-DIT   LES PERROIS                
LIEU-DIT   LA PETITE CHAUME           
LIEU-DIT   LES PETITES BERGES         
LIEU-DIT   LES PETITES GATINES        
LIEU-DIT   PETITS CHAMPS DES GRIOTTES 
LIEU-DIT   LES PIERRES ET PERCHERIES  
LIEU-DIT   LE PILORY                  
LIEU-DIT   LES PIPELETS               
LIEU-DIT   LES PLANTES AUX CANES      
LIEU-DIT   LES PLANTES DOREES         
LIEU-DIT   LES PLANTES DU PORT        
LIEU-DIT   LES PLANTES JACQUETTES     
LIEU-DIT   LE PLATEAU NUMERO DEUX     
LIEU-DIT   LE PLATEAU NUMERO UN       
LIEU-DIT   POINTES MARGOT             
LIEU-DIT   POUILLY                    
LIEU-DIT   POUILLYZOT                 
LIEU-DIT   LE PRE DU NOZET            
LIEU-DIT   LA PREE                    
LIEU-DIT   LES PRES DE BERGE          
LIEU-DIT   LES RECHINES CAILLOTTES    
LIEU-DIT   LES ROCHES                 
LIEU-DIT   LA SERAIGNE                
LIEU-DIT   LES TACHES                 
LIEU-DIT   LES TRAPPES                
LIEU-DIT   LES TREMBLAIS              
LIEU-DIT   VALLEE BEDAS               
LIEU-DIT   VALLEE DE BERGE            
LIEU-DIT   LES VALLEES                
LIEU-DIT   LES VARENNES               
LIEU-DIT   VAURIGNY                   
LIEU-DIT   LE VIEUX FRAMBOISY         
LIEU-DIT   LES VIGNES DE BERGE        
LIEU-DIT   LES VIGNES DES CHAUMES     
LIEU-DIT   LES VIGNES DES PIERRES     
LIEU-DIT   VALLEE AUX CHIENS          
LIEU-DIT   LA GRANDE COUR             
LIEU-DIT   MALAGA                     
COUR       GERBET                     
COUR       PELLOILE                   
COUR       PERDRION                   
COUR       PETIOT                     
ROUTE      DE L ABBAYE                
IMPASSE    DE L AUBEPINE              
ROUTE      D ANTIBES                  
RUE        DE BODELAT                 
RUE        DES BASCOINS               
RUE        DU BOUCHOT                 
RUE        BOUQUIN                    
           CHEMIN DE LA CASTILLE      
RUE        DE LA CASTILLE             
RUE        ANDRE CHABANNE             
RUE        DES CHAMPS SUR LOIRE       
RUE        DE CHARENTON               
           CHARENTON RUE DE BODELAT   
           CHARENTON RUE DE LA CASTIL 
           CHARENTON PCE DE LA CROIX  
           CHARENTON PCE DU CROT      
           CHARENTON RUE DE GARCHY    
           CHARENTON IMP DES GATINES  
PLACE      DE L EGLISE                
           CHARENTON LA GDE COUR      
           CHARENTON RUE HYDE DE NEUV 
           CHARENTON RUE DE MESVES    
           CHARENTON R PLANTES AUX CA 
           CHARENTON R PONT DES MEUNI 
           CHARENTON RUE DU PORT      
           CHARENTON RUE RENE BULENS  
           CHARENTON IMP DES VALLEES  
RUE        DU CHATEAU GAILLARD        
ROUTE      DE CHATEAUNEUF             
CHEMIN     DES CHAUMES                
RUE        DES CHAUMIENNES            
IMPASSE    DE LA CHESNAYE             
PLACE      DES CIGALES                
PLACE      DE LA CROIX                
PLACE      DU CROT                    
RUE        DIX NEUF MARS 1962         
QUAI       DU DOC JULES SEBILLOTTE    
RUE        DU DOMAINE DU BOUCHOT      
IMPASSE    DES ECOLES                 
RUE        DES ECOLES                 
PASSAGE    DES ECOLES                 
RUE        FERDINAND GAMBON           
IMPASSE    FERDINAND GAMBON           
CHEMIN     DES FOLTIERES              
RUE        DE LA FONTAINE             
CHEMIN     DU FOUR A CHAUX            
RUE        DU FRANC BOURGEOIS         
PLACE      DES FRERES MOLLET          
RUE        DE GARCHY                  
AVENUE     DE LA GARE                 
IMPASSE    DES GATINES                
RUE        DE GAZON                   
RUE        DES GAZONS                 
RUE        DE LA GENDARMERIE          
RUE        GEORGES RAMEY              
CRS        GERBET                     
IMPASSE    LA GRANDE COUR             
IMPASSE    DE L HUILERIE              
RUE        HYDE DE NEUVILLE           
AVENUE     JEAN JAURES                
RUE        JOSEPH RENAUD              
RUE        JOYEUSE                    
QUAI       JULES PABIOT               
AVENUE     LAUBESPIN                  
RUE        DE LA LIBERTE              
           LES LOGES PCE DU BAS       
           LES LOGES RUE BOUQUIN      
           LES LOGES RUE DE LA FONTAI 
           LES LOGES PCE DE LA LIBERT 
           LES LOGES RUE NEUVE        
           LES LOGES RUE DE VILMOY    
QUAI       DE LOIRE                   
RUE        DE LOIRE                   
RUE        LOUIS CHOLLET              
RUE        LOUIS JOSEPH GOUSSE        
PASSAGE    DE LA MAIRIE               
QUAI       MARCEL DEMARQUI            
RUE        MARCEL LABAUME             
RUE        DU MARCHE                  
IMPASSE    MARECHAL                   
RUE        MESVES                     
RUE        DES MURS                   
RUE        NATIONALE                  
ROUTE      NATIONALE  7               
RUE        NEUVE                      
IMPASSE    DU NOZET                   
CHEMIN     DES NUES                   
RUE        DES OUCHES                 
IMPASSE    PAILLARD                   
PASSAGE    PAILLARD                   
RUE        DE PARIS                   
CHEMIN     DES PECHIGNOLLES           
CRS        PELLOILE                   
CRS        PERDRION                   
CRS        PETIOT                     
RUE        DES PIERRES                
RUE        DE LA PLACE                
RUE        DE LA PLANTE AUX CANES     
RUE        DU PONT DES MEUNIERES      
RUE        POTERNE MOURON             
RUE        DE POUILLYZOT              
ROUTE      DE PREMERY                 
RUE        DES PRESSOIRS              
RUE        AUX RATS                   
RUE        RAMON   PERLAT             
IMPASSE    DES RAUCHES                
RUE        RENE BULENS                
RUE        RENE COUARD                
PLACE      DE LA REPUBLIQUE           
CHEMIN     DES ROCHES                 
VOIE       ROMAINE                    
IMPASSE    DU ROMARIN                 
CRS        SAINT ANDRE                
RUE        SAINT VINCENT              
RUE        THEOPHILE MORIN            
IMPASSE    DES TONNELIERS             
RUE        DE LA TREILLE              
AVENUE     DE LA TUILERIE             
CHEMIN     DES VALLEES                
IMPASSE    DES  VALLEES               
IMPASSE    WALDECK ROUSSEAU           
RUE        WALDECK ROUSSEAU           
           commune :     POUQUES-LORMES                 departement : NIEVRE                        
LIEU-DIT   LES AUBUES                 
LIEU-DIT   LA BALIVETTE               
LIEU-DIT   LA BARONNIE                
LIEU-DIT   LES BATIGES                
LIEU-DIT   BENNE CUL                  
LIEU-DIT   LES BERGERES               
LIEU-DIT   LES BERLES                 
LIEU-DIT   LES BILLETTES              
LIEU-DIT   BOIS DE BOUSSEGRAY         
LIEU-DIT   BOIS DE LA GOUTTE          
LIEU-DIT   BOIS DE LA REINE           
LIEU-DIT   BOIS DU FOURNEAU           
LIEU-DIT   BOIS DU ROI                
LIEU-DIT   BOIS PLEIN                 
LIEU-DIT   LA BOUCHONNE               
LIEU-DIT   LE BOUCHOT                 
LIEU-DIT   LE BOUGNON                 
LIEU-DIT   LA BOURDESSE               
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BOURRIE                 
LIEU-DIT   LES BROSSES                
LIEU-DIT   LE BROUILLARD              
LIEU-DIT   LES BRULES                 
LIEU-DIT   LES BUIS                   
LIEU-DIT   BUISSON BAPAUME            
LIEU-DIT   LE BUISSON BLOND           
LIEU-DIT   LES CARTES                 
LIEU-DIT   LE CANIVEAU                
LIEU-DIT   LES CHAGNEES               
LIEU-DIT   LE CHALET                  
LIEU-DIT   CHAMP BERTHIER             
LIEU-DIT   CHAMP BLANC                
LIEU-DIT   CHAMP BORNE                
LIEU-DIT   CHAMP DE LA REVENUE        
LIEU-DIT   CHAMP DERRIERE             
LIEU-DIT   LE CHAMP DES VIGNES        
LIEU-DIT   CHAMP DU THUREAU           
LIEU-DIT   CHAMP FERME                
LIEU-DIT   CHAMP GRAND NEZ            
LIEU-DIT   CHAMP GUERIN               
LIEU-DIT   CHAMP LINARD               
LIEU-DIT   CHAMP NARDIOUX             
LIEU-DIT   CHAMP NEUVELLE             
LIEU-DIT   CHAMP PIEUCHOT             
LIEU-DIT   CHAMP POINT                
LIEU-DIT   CHAMP RACUEILLON           
LIEU-DIT   CHAMP TROIS CORNES         
LIEU-DIT   LA CHAMPAGNE               
LIEU-DIT   LES CHAMPEAUX              
LIEU-DIT   CHAMPS CHALONS             
LIEU-DIT   CHAMPS DE LA VIGNE         
LIEU-DIT   CHAMPS DE MONT VIGNE       
LIEU-DIT   LES CHAMPS DU BOUT         
LIEU-DIT   CHAMPS DU BOUT             
LIEU-DIT   LES CHAMPS DURET           
LIEU-DIT   LES CHAMPS GAUDRY          
LIEU-DIT   LES CHAMPS MARTIN          
LIEU-DIT   CHAMPS MARTIN              
