20151101
83         VAR                           
LIEU-DIT   L HUBAC DE LA MALOUIERE    
LIEU-DIT   L HUBAC DE LA PIGNE        
LIEU-DIT   L HUBAC DE SAINT ARNOUX    
LIEU-DIT   HUBAC DES COMBES           
LIEU-DIT   L HUBAC DES COMBES LONGUES 
LIEU-DIT   L HUBAC DU PLAN DE COMPS   
LIEU-DIT   HUBAC DU RIOU DE MEOU      
LIEU-DIT   LA JONQUIERE               
LIEU-DIT   LE LAC                     
LIEU-DIT   LAGROS                     
LIEU-DIT   LE LAOU                    
LIEU-DIT   LA LONE                    
LIEU-DIT   LA LONE DES ADRECHS        
LIEU-DIT   MALIGNON                   
LIEU-DIT   LA MALOUIERE               
LIEU-DIT   MAROQUIN                   
LIEU-DIT   LES MAURES                 
LIEU-DIT   LES MAURES DE GARRON       
LIEU-DIT   MEAUX                      
LIEU-DIT   LES MOULINS                
LIEU-DIT   LE NEISSON                 
LIEU-DIT   NEUF MOIS                  
LIEU-DIT   NOTRE DAME                 
LIEU-DIT   NOYER DE PIERRE            
LIEU-DIT   LES OURTASSES              
LIEU-DIT   LE PENAS                   
LIEU-DIT   LES PETELINS               
LIEU-DIT   LA PETITE BASTIDE          
LIEU-DIT   PEY MEYANT                 
LIEU-DIT   PEYGROT                    
LIEU-DIT   LE PEYRON DE BOUQUET       
LIEU-DIT   PEYSSARAS                  
LIEU-DIT   LA PIGNE                   
LIEU-DIT   LA PLAINE D EINESI         
LIEU-DIT   PLAINE DU PLAN DE COMPS    
LIEU-DIT   LES PLAINES                
LIEU-DIT   LES PLAINES DE CLOT MAGNAN 
LIEU-DIT   PLAINES DE LIGNAOUX        
LIEU-DIT   LES PLAINES DE SAINT PIERR 
LIEU-DIT   LE PLAN DE LA CROIX        
LIEU-DIT   LES PLANS                  
LIEU-DIT   LE PLUS BAS HUBAC          
LIEU-DIT   LE PLUS HAUT ETANG         
LIEU-DIT   LE PLUS HAUT HUBAC         
LIEU-DIT   LES PLUS HAUTS MEAUX       
LIEU-DIT   PLUS HAUTS MEAUX DE LA PIG 
LIEU-DIT   POINT DE BAOU              
LIEU-DIT   LE PRADON                  
LIEU-DIT   PRAZIAUX                   
LIEU-DIT   LE PRE CLAUX               
LIEU-DIT   LE PRE DE LAVIT            
LIEU-DIT   PRE DENCAIE                
LIEU-DIT   LE PUITS DE LA SELVE       
LIEU-DIT   RAPIAMUS                   
LIEU-DIT   RASTELIER                  
LIEU-DIT   LE RAYOL                   
LIEU-DIT   LE RAYOL D ARAGON          
LIEU-DIT   LE RAYOL HAUT              
LIEU-DIT   LE RAYOL SEPTENTRIONAL     
LIEU-DIT   LES RAYOURETS              
LIEU-DIT   LA RESERVE                 
LIEU-DIT   LE RIBAS                   
LIEU-DIT   LES RIBES                  
LIEU-DIT   RIOU BLANC                 
LIEU-DIT   LES RIOUX DE MEAUX         
LIEU-DIT   ROQUE ROUSSE               
LIEU-DIT   ROUQUIER                   
LIEU-DIT   LES ROURES                 
LIEU-DIT   LA ROUVIERE                
LIEU-DIT   LA ROUVIERE OUEST          
LIEU-DIT   SAINT ANTONI               
LIEU-DIT   SAINT CYR                  
LIEU-DIT   LE SAINT ESPRIT            
LIEU-DIT   SAINT JOSEPH               
LIEU-DIT   SAINT JULIEN               
LIEU-DIT   SAINT LOUP                 
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SAINT MICHEL               
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SAINT ROC                  
LIEU-DIT   SAINT SAUVEUR              
LIEU-DIT   SAINTE BARBE               
LIEU-DIT   SAINTE TRINITE             
LIEU-DIT   LES SELVES                 
LIEU-DIT   LES SELVES DE NEGRINS      
LIEU-DIT   LES SELVES DES BOUQUES     
LIEU-DIT   LES SELVES DES LEDRETS     
LIEU-DIT   LES SELVES DU GABRE        
LIEU-DIT   LES SERRAS BELON           
LIEU-DIT   SERRAT BLOUQUIER           
LIEU-DIT   SOUS L AIRE DES LAOUVES    
LIEU-DIT   LES TAILLADES              
LIEU-DIT   TARDIEU                    
LIEU-DIT   LA TAVANIERE               
LIEU-DIT   TERRE BLANCHE              
LIEU-DIT   TERRE ROUGE                
LIEU-DIT   TETE DE SAINT LOUP         
LIEU-DIT   LES TOURETS                
LIEU-DIT   TRUOUS                     
LIEU-DIT   TRUOUS NORD                
LIEU-DIT   TRUOUS SUD                 
LIEU-DIT   LES VENNES                 
LIEU-DIT   LES VIGNASSES              
LIEU-DIT   LES VIGNES                 
LIEU-DIT   LES VIGNES DES TAILLADES   
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   POLYGONE DE TIR DE CANJUER 
LIEU-DIT   LOGIS                      
LIEU-DIT   LA CROIX DE FER            
LIEU-DIT   LES MILIERES               
LIEU-DIT   NOTRE DAME DE L ORMEAU     
LIEU-DIT   HUBAC PREBARJAUD           
LIEU-DIT   LIT DE RIVIERE             
RUE        DE LA CAPELETTE            
RUE        DES AMANDIERS              
ART        ANCIENNE RTE DE BARGEMON   
ART        ANCIENNE RTE DE FAYENCE    
ART        ANCIENNE RTE DE MONS       
ROUTE      DE BARGEMON                
RUE        BAS DE VILLE               
CHEMIN     DES BAS PLANS              
RUE        BERTRAND                   
RUE        DE LA BOUCHERIE            
CHEMIN     DES BOUQUES                
RUE        DU CAIRE                   
RUE        PORTAIL CANNET             
RUE        DE LA CAPELLETTE           
ALLEE      DES CHENES                 
RUE        DE CLASTRE                 
ROUTE      DE CLAVIERS                
RUE        DE LA CROTETTE             
RUE        LES ECOLES                 
RUE        DE L EGLISE                
RUE        FONT D AMONT               
RUE        FONT JORDANY               
ROUTE      DE LA GARE                 
GR         GRAND RUE                  
CHEMIN     DE GRATIAN                 
CHEMIN     DU GROUFFAU                
VC         DU HAUT FOUR               
RUE        DU HAUT FOUR               
MTE        DU HAUT FOUR               
RUE        DE L HOSPICE               
PTTE       DU JEU DE BALLON           
AVENUE     LAC                        
RUE        DE LA MAIRIE               
CHEMIN     SAINT MICHEL               
RUE        MITANT FOUR                
ROUTE      DE MONS                    
CHEMIN     DE NOTRE DAME              
CHEMIN     DES MOULINS                
RUE        DE L ORDEVIER              
ROUTE      DE LA PARFUMERIE           
CHEMIN     DES PLAINES                
PLACE      DU PORTAIL                 
RUE        DU PORTAIL                 
RUE        DU PRESBYTERE              
RUE        DES REMPARTS               
PLACE      DE LA REPUBLIQUE           
CHEMIN     DE RONDE                   
CHEMIN     ST ROCH                    
PTTE       DE LA ROUTE                
VC         SANTO BARRY                
MTE        DES TISSERANDS             
RUE        DES TISSERANDS             
PLACE      DU THOURON                 
RUE        DU VALAT                   
CHEMIN     DES VIGNASSES              
RUE        DE LA VANADE               
CHEMIN     DE L'ETANG                 
           LA PLACETTE                
ROUTE      DE FAYENCE                 
RUE        GRANDE                     
CHEMIN     DE SAINT ARNOUX            
RUE        SAINT ROMAIN               
CHEMIN     DES VENNES                 
           CARRAIRE DE LA GINESTIERE  
CHEMIN     DE L'ADRECH                
CHEMIN     ANCIEN CHEMIN DE MONS      
ROUTE      DE DRAGUIGNAN              
CHEMIN     DES GAVOUA                 
CHEMIN     DES HAUTS PLANS            
           commune :     SEILLONS-SOURCE-D ARGENS       departement : VAR                           
LOT        BONNE FILLE                
LOT        LES CHENES VERTS           
LOT        LA CLAIRIERE DES SOURC     
LIEU-DIT   LES CABANES                
LIEU-DIT   LES CARMES                 
LIEU-DIT   LES CLOS                   
LIEU-DIT   LE DEVENCONS DE L INARDEN  
LIEU-DIT   LES ESCLAVEOUX             
LIEU-DIT   LES ESSARTS                
LIEU-DIT   LES GACHES ET TERRIER      
LIEU-DIT   LE GASCON                  
LIEU-DIT   LES GRAND VIGNES           
LIEU-DIT   LE JONQUIER                
LIEU-DIT   LE LOGIS DE LA FOUX        
LIEU-DIT   LES LONES                  
LIEU-DIT   PARIS                      
LIEU-DIT   PEADE DE LA MULE           
LIEU-DIT   LA PESSASSE ET LA FONTETTE 
LIEU-DIT   LA PESSASSE ET SAINT ANDRE 
LIEU-DIT   PLAINE DE CABASSONE        
LIEU-DIT   LES PLAINES DE L AIRE      
LIEU-DIT   LES PLANTIERS              
LIEU-DIT   LA PRADARIE                
LIEU-DIT   LES PRES NEUFS             
LIEU-DIT   LE PUITS DAGNIE            
LIEU-DIT   LES ROUVIERES              
LIEU-DIT   LA TUILIERE                
LIEU-DIT   LA VERRERIE ET L HUBAC     
LIEU-DIT   LE VILLAGE                 
RUE        DES PLAINES DE L AIRE      
RUE        DE L AIRE                  
CHEMIN     DES AIRES                  
RUE        ANDRE DUMERC               
PLACE      BARBOURIN                  
RUE        DE BARBOURIN               
CHEMIN     LA CARRAIRE DES CLOS       
RUE        DU CHATEAU                 
CHEMIN     DE LA CLEMENCIERE          
CHEMIN     DES CLOS                   
RUE        DE LA COOPERATIVE          
RUE        CROIX DE MISSION           
RUE        DANTON ARNAUD              
PLACE      DE LA FORGE                
RUE        DU FOUR                    
PLACE      GABRIEL PERI               
           LOT LE JARDIN DES OLIVIERS 
RUE        DU GRAND JARDIN            
RUE        DU GRAND JAS               
PLACE      JEAN JAURES                
PLACE      DE LA MAIRIE               
AVENUE     JEAN MOULIN                
CHEMIN     DU JONQUIER                
RUE        DU LAVOIR                  
RUE        DU MOULIN                  
CHEMIN     DU MOULIN                  
PLACE      DE L ORME                  
CHEMIN     DES PASQUIERS              
CHEMIN     DES TRIBOURINS             
RUE        DU PETIT JAS               
CHEMIN     DE VAOUCROUITE             
CHEMIN     DE LA VERRERIE             
RUE        DE LA VIEILLE FORGE        
RUE        DU VIEUX VILLAGE           
CHEMIN     VIEUX DE SEILLONS          
CHEMIN     DE LA CHAPELLE SAINT ANDRE 
CHEMIN     DES CROUIS                 
           commune :     LA SEYNE SUR MER               departement : VAR                           
           IMM LES AIRELLES QRT FABRE 
           IMM LES AMANDIERS          
           IMM L AURORE               
           LE BELIER                  
RESIDENCE  DU GOLFE AUX SABLETTES     
RESIDENCE  LOU MISTRAOU               
RESIDENCE  LE MONASTIER               
CITE       SAINT JEAN BD STALINGRAD   
RESIDENCE  LE SAINT ROCH              
           LE FLOREAL                 
           LE PRAIRIAL                
           LE SAINT LAURENT           
CITE       BERTHE                     
RESIDENCE  MIMOSAS AVE FLOREAL        
HLM        LES MOUISSEQUES            
           LA MURAILLETTE             
           GAI VERSANT AVE E D ORVES  
CITE       LA ROUVE                   
RESIDENCE  DU STADE                   
HLM        LE MARQUET QRT PEYRON      
RESIDENCE  MAISON CARREE              
           LE BERCAIL CH VIEUX REYNIE 
           L ARTIMON                  
CITE       MONMOUSSEAU                
           STE MAGDEL RUE ETIENNE PEY 
           IMM SAN REMO LES SABLETTES 
LOT        PELLEGRIN                  
           LE SOLAZUR QRT LES PLAINES 
HLM        LA LUNE RUE PELLETAN       
           L HIPPOCAMPE A MAR VIVO    
RESIDENCE  LES MARINES                
           LES GLYCINES QRT BELLEVUE  
           LE MONTE CARLO QRT BELLEVU 
           LE BOSQUET AV J MOULIN     
           IMM CLOSERIE DES LILAS     
           LE MONTMARTRE              
           LE MARIGNAN                
           LE MEDITERRANNEE           
           IMM LE MIRADOR A TAMARIS   
           LE GEORGES SAND A TAMARIS  
           IMM LE CHOPIN A TAMARIS    
PARC       EPARGNE QRT GATONNE        
           IMM LE RIVOLI              
           IMM LA PINEDE QRT L OIDE   
           LOU SANTO CARLO            
           LES CERISIERS PAS DU LOUP  
           L ORATOIRE AU PAS DU LOUP  
           IMM L AZUR A MAR VIVO      
           IMM LE GABON AV N VERLAQUE 
           IMM LES MIMOSAS AV FLOREAL 
           IMM LA MAURELLE            
           LES PINS QRT LES PLAINES   
           LES DEUX CHENES QRT L OIDE 
           LES OLIVIERS LES PLAINES   
           LE PLEIN SOLEIL            
           LE BALTIMORE PONT DE FABRE 
           LE COLIBRI PONT DE FABRE   
           IMM LES JONQUILLES         
           LE LORIOT PONT DE FABRE    
           LE RUGGIU AVE J GHIBAUDO   
           LE SAINT ANTOINE           
           L ILE ROUSSE CH EVESCAT    
           IMM LA VALLEE FLEURIE      
           IMM L AMPHITRITE MAR VIVO  
           IMM L ATALANTE A MAR VIVO  
           IMM L ACANTHE A MAR VIVO   
           IMM LE CALISTO A MAR VIVO  
           IMM LE CENTAURE A MAR VIVO 
           IMM LE CIRCE A MAR VIVO    
           IMM LE CYRENE              
           IMM LE DANAE A MAR VIVO    
           IMM L EOS A MAR VIVO       
           L ECUME BD HUGUES CLERY    
           IMM LE FLORIDE A MAR VIVO  
           IMM LE KORYKIA A MAR VIVO  
           LES LOISIRS CHE HERMITTE   
           IMM LA MINERVE A MAR VIVO  
           LES MUSARDIERS MAR VIVO    
           IMM LE NAUSICAA A MAR VIVO 
           IMM LA PLAGE CHE HERMITTE  
           LES PINS D AZUR MAR VIVO   
           IMM SOLEIL PLAGE MAR VIVO  
           LE TETHYS A MAR VIVO       
           IMM LE TRITON A MAR VIVO   
           IMM LE CYPRIS A MAR VIVO   
           IMM LES VACANCES MAR VIVO  
           LE GOYA BD HUGUES CLERY    
           MER ET SOLEIL A MAR VIVO   
           LES AMANDIERS AV S ALLENDE 
           LES DEUX CHENES            
LOT        SOULOUP QRT LES PLAINES    
LOT        SOPLANES QRT LES PLAINES   
LOT        BLANC PICARD               
RESIDENCE  LE REGINA AV CORSE RESISTA 
           AVE CORSE RESIST RES LA VI 
           LA MARJOLAINE COL D'ARTAUD 
           IMM LE CORAIL LE CROUTON   
           L ETOILE LE CROUTON        
           LE FLOREAL LE CROUTON      
           LES MOUETTES LE CROUTON    
           RELAIS TAMARIS LE CROUTON  
           SAN SEBASTIEN LE CROUTON   
           LE DONICARDE               
           LE SUFFREN QRT DONICARDE   
           LE BONAPARTE               
           LES ANEMONES               
           LES DHALIAS                
           LA GROTTE                  
           LA PINEDE DE L EVESCAT     
           LES CANIERS                
           LA SAPINIERE               
           LE FONTAINE BLEAU          
           LE VERSAILLES              
CITE       SNCF QRT CAMP LAURENT      
HLM        LE MESSIDOR                
RESIDENCE  DU PARC AVE NOEL VERLAQUE  
RESIDENCE  LES ALIZES                 
           LES CAPUCINES              
           LA LOUSCO A MAR VIVO       
           LES AZALEES                
LOT        BEAUSOLEIL                 
           IMM LES CAPUCINES MAR VIVO 
           IMM LES MOULIERES          
RESIDENCE  SANTA MONICA               
           IMM LE BALI LES SABLETTES  
MAIS       DE LAVERNE                 
           CHEM CHATEAUBANNE LES ROSI 
           MONT DES OISEAUX           
RESIDENCE  LA COMMANDANTE             
LOT        LA DESIRADE ZAC STE LUCIE  
           L AIGUE MARINE             
           L AIGUILLETTE              
           IMM ALAIN IMP RENE         
RESIDENCE  LES ALGUES QRT LES PLAINES 
           L AMBRE RTE DE FABREGAS    
           L ANCRE BD MICHEL PACHA    
           LES ARCADES                
RESIDENCE  L ARCOLE                   
RESIDENCE  ARGONAUTES AV CORSE RESIST 
           L ARTIMON                  
           L ATHENA                   
           L ATLANTE BD MICHE PACHA   
