20151101
89         YONNE                         
LIEU-DIT   L ETANG DU PETIT BOIS      
LIEU-DIT   L ETANG DU PUITS JAQUE     
LIEU-DIT   L ETANG NEUF               
LIEU-DIT   LA FEMME PENDUE            
LIEU-DIT   LES FEREOLERIES            
LIEU-DIT   LE FERRIER                 
LIEU-DIT   LES FERRIERS               
LIEU-DIT   LES FERRIOTS               
LIEU-DIT   LA FEUILLARDE              
LIEU-DIT   LES FILLONS                
LIEU-DIT   LA FILONNIERE              
LIEU-DIT   LES FLAMANDIERES           
LIEU-DIT   LES FORETS                 
LIEU-DIT   LES FORETS A RENAUD        
LIEU-DIT   LA FORGE                   
LIEU-DIT   LA FOSSE                   
LIEU-DIT   LA FOSSE FARGEOT           
LIEU-DIT   LA FOSSE GAILLER           
LIEU-DIT   LA FOSSE MONGROIN          
LIEU-DIT   LES FOSSES                 
LIEU-DIT   LES FOURIERS               
LIEU-DIT   LE FOURNEAU                
LIEU-DIT   LES FOUSSEGY               
LIEU-DIT   LES FOYARDS                
LIEU-DIT   LES FRIOLERIES             
LIEU-DIT   LES GANIVETS               
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GARENNE DE LA FORGE        
LIEU-DIT   LES GARENNES               
LIEU-DIT   LES GATINES                
LIEU-DIT   LA GAUDINIERE              
LIEU-DIT   LA GENETIERE               
LIEU-DIT   LES GENETOIS               
LIEU-DIT   LES GENETS                 
LIEU-DIT   LES GERBAULT               
LIEU-DIT   LA GIBONNERIE              
LIEU-DIT   LA GODARDERIE              
LIEU-DIT   LES GONS                   
LIEU-DIT   LA GOUTERIE                
LIEU-DIT   LA GOUVIGNIERE             
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   GRAND BOIS DE LA COUR CHAI 
LIEU-DIT   LE GRAND BOUCHIS           
LIEU-DIT   LE GRAND BOULEAU           
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP CRETTE         
LIEU-DIT   LE GRAND CHAMP DE LA MAISO 
LIEU-DIT   GRAND CHAMP DE LA MARNE    
LIEU-DIT   LE GRAND CHAMP DES BOIS    
LIEU-DIT   GRAND CHAMP DES CHINTRES   
LIEU-DIT   GRAND CHAMP DES ESSARTS    
LIEU-DIT   LE GRAND CHAMP DU BOULEAU  
LIEU-DIT   LE GRAND CHAMP DU PALAIS   
LIEU-DIT   LE GRAND CHAMP REAU        
LIEU-DIT   LE GRAND CHEMIN            
LIEU-DIT   LE GRAND ETANG             
LIEU-DIT   GRAND ETANG DE BOZAT       
LIEU-DIT   LE GRAND MARNY             
LIEU-DIT   LE GRAND POURIA            
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LE GRAND REGAIN            
LIEU-DIT   LA GRANDE BOURDONNIERE     
LIEU-DIT   LA GRANDE BRUYERE          
LIEU-DIT   LA GRANDE CHAUME           
LIEU-DIT   LA GRANDE ECORCE           
LIEU-DIT   LA GRANDE GATINE           
LIEU-DIT   LA GRANDE LOUCHE VIEILLE   
LIEU-DIT   LA GRANDE PATURE           
LIEU-DIT   LA GRANDE RONCE            
LIEU-DIT   LES GRANDES BRIOTIES       
LIEU-DIT   LES GRANDES CHARRUES A CHI 
LIEU-DIT   LES GRANDES HODELLERIES    
LIEU-DIT   LES GRANDES O MERIES       
LIEU-DIT   LES GRANDES VIGNES         
LIEU-DIT   LES GRANDES VIOLERIES      
LIEU-DIT   LES GRANDS AUBOIS          
LIEU-DIT   LES GRANDS BILLONS         
LIEU-DIT   LES GRANDS BOIS            
LIEU-DIT   LES GRANDS BOULEAUX        
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS FOURNEAUX       
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRANDS PRES DE CAMEROL 
LIEU-DIT   LES GRANDS SABLONS         
LIEU-DIT   LA GRAVELLE                
LIEU-DIT   LES GRENOUILLERS           
LIEU-DIT   LES GRENOUILLES            
LIEU-DIT   LA GRIFFONNIERE            
LIEU-DIT   LES GROS SABLONS           
LIEU-DIT   LES GROS TAILLIS           
LIEU-DIT   LES GUENINS                
LIEU-DIT   SUR LES GUERETS DE MERET   
LIEU-DIT   LES GUERETS DE MERET       
LIEU-DIT   LA GUINGUEE                
LIEU-DIT   LES HOUSTATS               
LIEU-DIT   LES HUIT ARPENTS           
LIEU-DIT   LA JACOSSE                 
LIEU-DIT   LES JAMBONS                
LIEU-DIT   LES JARDELLERIES           
LIEU-DIT   LE JARET                   
LIEU-DIT   LE JARIER                  
LIEU-DIT   LA JEANGEONNIERE           
LIEU-DIT   LES JOBARTS                
LIEU-DIT   LE JOUCEUX                 
LIEU-DIT   LA JOUNIERE                
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LAUNAY                     
LIEU-DIT   LES LIBAUX                 
LIEU-DIT   LES LIMONERIES             
LIEU-DIT   LIMOSIN                    
LIEU-DIT   LES LOGES                  
LIEU-DIT   LA LONGUERIE               
LIEU-DIT   LES LUISSEURS              
LIEU-DIT   LA MACONNERIE              
LIEU-DIT   LE MAGNY                   
LIEU-DIT   LA MAILLOTERIE             
LIEU-DIT   LA MAISON DES PRES         
LIEU-DIT   LA MAISON DES PRETRES      
LIEU-DIT   LA MAISON HAUTE            
LIEU-DIT   LA MAISON VIEILLE          
LIEU-DIT   LA MALETOURNEE             
LIEU-DIT   LE MARAIS DES QUARANTE ARP 
LIEU-DIT   LE MARCHAIS ASSELIN        
LIEU-DIT   LA MARCHANDIERE            
LIEU-DIT   MARE DE BOULOY             
LIEU-DIT   LES MARINIERES             
LIEU-DIT   LES MARNIERES              
LIEU-DIT   LE MARTELEUR               
LIEU-DIT   LE MARTELEUR DE LA FORGE   
LIEU-DIT   LE MATEROY                 
LIEU-DIT   LA METAIRIE DU BAS         
LIEU-DIT   LA METAIRIE DU HAUT        
LIEU-DIT   LES METAIRIES              
LIEU-DIT   LES MILLIERS               
LIEU-DIT   LES MINARDS                
LIEU-DIT   LA MINE                    
LIEU-DIT   LES MINERIES               
LIEU-DIT   LES MIROIRS                
LIEU-DIT   LES MOINEAUX               
LIEU-DIT   LES MONTAGNES              
LIEU-DIT   MONTAUBAN                  
LIEU-DIT   LA MOTTE                   
LIEU-DIT   LES MOUILLIENS             
LIEU-DIT   LE MOULIN COLAS            
LIEU-DIT   LES MOUTARDIERES           
LIEU-DIT   LES NEUF ARPENTS           
LIEU-DIT   LES ONZE ARPENTS           
LIEU-DIT   ONZE ARPENTS COUR CHAILLOT 
LIEU-DIT   LES ORDONS                 
LIEU-DIT   LES ORIS                   
LIEU-DIT   LES ORMES                  
LIEU-DIT   L OUCHE                    
LIEU-DIT   LE PARADIS AUX CHEVAUX     
LIEU-DIT   LA PARDELLE                
LIEU-DIT   LES PARENTERIES            
LIEU-DIT   PAS DE LOUP                
LIEU-DIT   LE PATIS                   
LIEU-DIT   LES PATROUILLAS            
LIEU-DIT   LA PATURE BERGER           
LIEU-DIT   LA PATURE BOUDOIN          
LIEU-DIT   LA PATURE DE CAMEROLLE     
LIEU-DIT   LA PATURE DU PETIT ETANG   
LIEU-DIT   LA PATURE LONGUE           
LIEU-DIT   LA PATURE VERTE            
LIEU-DIT   LE PATUZIOT                
LIEU-DIT   LES PAUTRATS               
LIEU-DIT   LE PELLERON                
LIEU-DIT   LA PERRIERE                
LIEU-DIT   LES PERUCHES               
LIEU-DIT   LA PERUCHE                 
LIEU-DIT   LE PETIT BOIS              
LIEU-DIT   PETIT BOIS DE LA SIRE      
LIEU-DIT   LE PETIT BOIS DES PRES     
LIEU-DIT   LE PETIT BOIS DU CLOS      
LIEU-DIT   LE PETIT BOUCHIS           
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   PETIT CHAMP CRETTE         
LIEU-DIT   LE PETIT CHAMP DE DROGUET  
LIEU-DIT   LE PETIT CHAMP DE FONTAINE 
LIEU-DIT   LE PETIT CHAMP DE LA NOUE  
LIEU-DIT   PETIT CHAMP DES RABEZIERES 
LIEU-DIT   PETIT CHAMP DU PORT        
LIEU-DIT   LE PETIT CHATELET          
LIEU-DIT   LE PETIT CORMIER           
LIEU-DIT   LE PETIT ETANG             
LIEU-DIT   PETIT ETANG DE BOZAT       
LIEU-DIT   LE PETIT LIMOSIN           
LIEU-DIT   LE PETIT MARNY             
LIEU-DIT   PETIT PRE                  
LIEU-DIT   LA PETITE BRUYERE          
LIEU-DIT   LA PETITE CHAUME           
LIEU-DIT   LA PETITE ECORCE           
LIEU-DIT   LA PETITE FOSSE AUX LOUPS  
LIEU-DIT   LA PETITE GATINE           
LIEU-DIT   LA PETITE GAUDINIERE       
LIEU-DIT   LA PETITE GRAVELLE         
LIEU-DIT   LA PETITE LOUCHE VIEILLE   
LIEU-DIT   LA PETITE RONCE            
LIEU-DIT   LA PETITE TREMBLEE         
LIEU-DIT   LA PETITE VIGNE            
LIEU-DIT   LES PETITES CHARRUES A CHI 
LIEU-DIT   LES PETITES GATINES        
LIEU-DIT   LES PETITES SERRAUDIERES   
LIEU-DIT   LES PETITES VIOLERIES      
LIEU-DIT   LES PETITS AUBOIS          
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LES PETITS CHAMPS REAU     
LIEU-DIT   LES PETITS FOURNEAUX       
LIEU-DIT   LES PETITS GRENOUILLERS    
LIEU-DIT   LES PETITS JAMBONS         
LIEU-DIT   LES PETITS JUDACIERS       
LIEU-DIT   LES PETITS PRES            
LIEU-DIT   LES PETITS RECOINS         
LIEU-DIT   LES PETITS SABLONS         
LIEU-DIT   LA PICARDIERE              
LIEU-DIT   LES PIGES                  
LIEU-DIT   LA PLAUDERIE               
LIEU-DIT   LA PLAUDIERE               
LIEU-DIT   LA PLISSE                  
LIEU-DIT   LES POISATS                
LIEU-DIT   LA PONOTTE                 
LIEU-DIT   LES POTELLERIES            
LIEU-DIT   LA POTINERIE               
LIEU-DIT   LES POURRIS                
LIEU-DIT   LE PRE                     
LIEU-DIT   LE PRE AUX PUCES           
LIEU-DIT   LE PRE AUX VEAUX           
LIEU-DIT   PRE BATARD                 
LIEU-DIT   LE PRE BENARD              
LIEU-DIT   PRE CARRE                  
LIEU-DIT   LE PRE DE FONTAINE         
LIEU-DIT   LE PRE DE GUERIN           
LIEU-DIT   LE PRE DE LA BOURDINIERE   
LIEU-DIT   PRE DE LA COUR             
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   PRE DE LA JAUNIERE         
LIEU-DIT   LE PRE DE LA MARCHANDIERE  
LIEU-DIT   PRE DE LA NOUE             
LIEU-DIT   PRE DE LA PLANCHE          
LIEU-DIT   LE PRE DE LA SERTIE        
LIEU-DIT   PRE DE LA SIRE             
LIEU-DIT   LE PRE DE LA VIOLERIE      
LIEU-DIT   PRE DE PIGE                
LIEU-DIT   LE PRE DE THENIN           
LIEU-DIT   PRE DES BAUCHETS           
LIEU-DIT   LE PRE DES BOIS            
LIEU-DIT   PRE DES FOURS              
LIEU-DIT   LE PRE DES GARENNES        
LIEU-DIT   PRE DES GENETS             
LIEU-DIT   PRE DES PIERRES            
LIEU-DIT   LE PRE DES RICASSIOTS      
LIEU-DIT   LE PRE DES ROCHERS         
LIEU-DIT   LE PRE DU GRIL             
LIEU-DIT   PRE DU GUE                 
LIEU-DIT   PRE DU MAGNY               
LIEU-DIT   PRE DU MARCHAIS            
LIEU-DIT   PRE DU PETIT LIMOSIN       
LIEU-DIT   PRE DU VIVIER              
LIEU-DIT   PRE FOUSSEGE               
LIEU-DIT   LE PRE GUIBLIN             
LIEU-DIT   LE PRE LIBAU               
LIEU-DIT   LE PRE LONG                
LIEU-DIT   PRE MEUNIER                
LIEU-DIT   PRE ROND                   
LIEU-DIT   LE PRE RONDIN              
LIEU-DIT   LE PRE SEC                 
LIEU-DIT   LES PRES BARION            
LIEU-DIT   LES PRES BATARDS           
LIEU-DIT   PRES DE CAMEROLLE          
LIEU-DIT   LES PRES DE L ETANG        
LIEU-DIT   LES PRES DE LA BAILLIE     
LIEU-DIT   LES PRES DE LA FORGE       
LIEU-DIT   LES PRES DE VISTAVAUX      
LIEU-DIT   LES PRES DES BONNEAUX      
LIEU-DIT   PRES DES MINARDS           
LIEU-DIT   LES PRES DU BAS            
LIEU-DIT   LES PRES DU HAUT           
LIEU-DIT   LES PRES DU MAGNY          
LIEU-DIT   PRES DU MOULIN COLAS       
LIEU-DIT   PRES LA COULONNERIE        
LIEU-DIT   PRES LE CIMETIERE          
LIEU-DIT   LES PRES LONGS             
LIEU-DIT   LES PRES SECS              
LIEU-DIT   LES PROVINCES              
LIEU-DIT   LE PUITS PELEAU            
LIEU-DIT   LES QUARANTE ARPENTS       
LIEU-DIT   LES QUATRE ARPENTS         
LIEU-DIT   QUEUE DE L ETANG DES BLOND 
LIEU-DIT   LES QUINZE ANS             
LIEU-DIT   LES QUINZE ARPENTS         
LIEU-DIT   LES RABEZIERES             
LIEU-DIT   LE RECOIN                  
LIEU-DIT   LES RECOINS                
LIEU-DIT   LES RECOUPES               
LIEU-DIT   LE REGAIN                  
LIEU-DIT   REGAINS D HAUTE FEUILLE    
LIEU-DIT   REGIARD                    
LIEU-DIT   LE RESOUPIS                
LIEU-DIT   LES RESOUPIS               
LIEU-DIT   LES RIGAUDIERES            
LIEU-DIT   SUR LA RIGOLE              
LIEU-DIT   LES RITRAITS               
LIEU-DIT   LA RONCE                   
LIEU-DIT   LA RONCIERE                
LIEU-DIT   LES RONSOIRS               
LIEU-DIT   ROSETTE                    
LIEU-DIT   ROTHIER                    
LIEU-DIT   LA RUJOTTERIE              
LIEU-DIT   LES SABLIERES              
LIEU-DIT   LA SABLONNIERE             
LIEU-DIT   LES SABLONS                
LIEU-DIT   SAINTE-MARIE               
LIEU-DIT   LA SAULEE                  
LIEU-DIT   LES SAULES                 
LIEU-DIT   LES SEIGNEES               
LIEU-DIT   LES SEIZE ARPENTS          
LIEU-DIT   LES SEPT ARPENTS           
LIEU-DIT   LA SERTIE                  
LIEU-DIT   LE SIEGE D OSSOIR          
LIEU-DIT   SIEGE D OSSOIR             
LIEU-DIT   LA SIMONNETTE              
LIEU-DIT   LES SINCES                 
LIEU-DIT   LES SIX ARPENTS            
LIEU-DIT   LES SIX QUARTIERS          
LIEU-DIT   LES SOUCHES                
LIEU-DIT   TERRE DU SEIGLE            
LIEU-DIT   LA TERRE FORTE             
LIEU-DIT   LES TIRACHIENS             
LIEU-DIT   LES TITESTIERS             
LIEU-DIT   LES TRANCHONS              
LIEU-DIT   LA TREMBLEE                
LIEU-DIT   LES TRENTE ARPENTS         
LIEU-DIT   LES TROIS ARPENTS          
LIEU-DIT   LES TROIS QUARTIERS        
LIEU-DIT   LES TROIS ROIS             
LIEU-DIT   LES TROIS TAILLIS          
LIEU-DIT   LE TROU DU CHENE           
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LES VALLEES                
LIEU-DIT   LES VENTES                 
LIEU-DIT   LA VERNEE                  
LIEU-DIT   LES VIEILLES PATURES       
LIEU-DIT   LE VIEUX PRE               
LIEU-DIT   LES VIEUX PRES             
LIEU-DIT   LE VIEUX TREFLE            
LIEU-DIT   LA VIGEONNIERE             
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LES VIGNES DESERTES        
LIEU-DIT   LES VINGT QUATRE ARPENTS   
LIEU-DIT   LES VINOTS                 
LIEU-DIT   LA VIOLERIE                
LIEU-DIT   LE VIRGEON                 
LIEU-DIT   LE VIRVENT                 
LIEU-DIT   LES YASSAS                 
LIEU-DIT   LES YASSAS SUD             
LIEU-DIT   LA ZIBETTERIE              
LIEU-DIT   COUR DE L ANGE             
LIEU-DIT   HAUTEFEUILLE               
LIEU-DIT   LES ILES                   
LIEU-DIT   LA LANCIERE                
LIEU-DIT   LE GRAND LIMOSIN           
LIEU-DIT   LES ROCQUETS               
RUE        D AUXERRE                  
IMPASSE    DES BADREES                
ROUTE      DE BLENEAU                 
RUE        DE CAMEROLLE               
RUE        DU CHAMP PICOT             
RUE        DU CIMETIERE               
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
PLACE      DE LA FONTAINE             
RUE        DE LA FONTAINE             
ROUTE      DE LA FORGE                
GR         GRANDE RUE                 
ROUTE      DE LAVAU                   
RUE        DE LA MAISON HAUTE         
CHEMIN     MOTTE                      
RUE        DU MOULIN COLAS            
ALLEE      DE LA PERRIERE             
PLACE      DE LA POSTE                
RUE        PRINCIPALE                 
RUE        SAINT CARTEAU              
ROUTE      DE SAINT FARGEAU           
ROUTE      DE SEPTFONDS               
RUE        DU STADE                   
VTE        VIEILLE ROUTE              
           LOT CHAMP PICOT            
           LOT COMMUNAL               
RUE        DU MATTEROY                
RUE        DU TUMULUS                 
RUE        DES ETANGS                 
RUE        HENRI HARPIGNIES           
RUE        SAINT CARTAUD              
RUE        DU LAVOIR                  
RUE        DE LA PUISAYE              
RUE        DES VIGNES                 
IMPASSE    DE LA CAILLOTERIE          
           commune :     ST ROMAIN LE PREUX             departement : YONNE                         
LIEU-DIT   L ARQUEBIT                 
LIEU-DIT   LES AUBUES DE PREUX        
LIEU-DIT   LA BLANCHERIE              
LIEU-DIT   BOIS DE BOYAU              
LIEU-DIT   BOIS DE LA TOUCHE          
LIEU-DIT   LE BOIS DE PINCON          
LIEU-DIT   BOIS DE SAINT ROMAIN       
LIEU-DIT   BOIS DE SEPEAUX            
LIEU-DIT   BOIS DES VALLEES           
LIEU-DIT   LE BOIS DU FOUR            
LIEU-DIT   LE BOISSONNEAU             
LIEU-DIT   BONTAIN                    
LIEU-DIT   LES BOURDERONS             
LIEU-DIT   BOUTAIN                    
LIEU-DIT   BUISSON DE LA MOUE         
LIEU-DIT   LE BUISSON DES CHOLLETS    
LIEU-DIT   LA CAVE                    
LIEU-DIT   LE CHAMP DE LA PIOCHE      
LIEU-DIT   LES CHAMPS DE ST ROMAIN    
LIEU-DIT   CHANTEMERLE                
LIEU-DIT   LA CHAUME AUX LOUPS        
LIEU-DIT   CHERCHE BOUTEILLE          
LIEU-DIT   LES CHOLLETS               
LIEU-DIT   LES CORDES                 
LIEU-DIT   LE CORMIER DES BERTINS     
LIEU-DIT   LES COUDROITS              
LIEU-DIT   LES CROLITS                
LIEU-DIT   DERRIERE BOYAU             
LIEU-DIT   DERRIERE LES CONCISES      
LIEU-DIT   LES DESERTS                
LIEU-DIT   LE DESSOUS DU CHEMIN THIBA 
LIEU-DIT   LE DESSUS DE LA MOTTE      
LIEU-DIT   LES DIX ARPENTS            
LIEU-DIT   DOMAINE DE LA BLANCHERIE   
LIEU-DIT   DUCHEPIT                   
LIEU-DIT   ENTRE BOIS PINCON ET LA FO 
LIEU-DIT   LE FOND DE L ERABLE        
LIEU-DIT   LA FONTAINE                
LIEU-DIT   LA FORET D ARGENT          
LIEU-DIT   SUR LA FOSSE MARGOT        
LIEU-DIT   LA FOSSE MARGOT            
LIEU-DIT   LA FOSSE SIMON             
LIEU-DIT   LE FOURNEAU                
LIEU-DIT   LA GARENNE DES PREUX       
LIEU-DIT   LES GILLONNERIES           
LIEU-DIT   LE GRAND BUISSON           
LIEU-DIT   LE GRAND NOYER             
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LA HAIE DES CHARMES        
LIEU-DIT   LE HAUT DES CHOLLETS       
LIEU-DIT   L HOMME MORT               
LIEU-DIT   LA LIGRETIER               
LIEU-DIT   LORD DOMINO                
LIEU-DIT   LE MARCHAIS DE GASCOGNE    
LIEU-DIT   LA METAIRIE                
LIEU-DIT   LA METAIRIE DE BOYAU       
LIEU-DIT   LA MITONNERIE              
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   LES MORISSONS              
LIEU-DIT   LES PACAUDERIES            
LIEU-DIT   LES PATURES                
LIEU-DIT   LE PETIT BUISSON           
LIEU-DIT   LE POT CULOT               
LIEU-DIT   LE POTOT                   
LIEU-DIT   PRES DES COUDROITS         
LIEU-DIT   LES PRES HAUTS             
LIEU-DIT   PREUX                      
LIEU-DIT   PROCHE L EGLISE            
LIEU-DIT   LES REGAINS                
LIEU-DIT   LES RIGOTS                 
LIEU-DIT   LES RUELLES                
LIEU-DIT   LES SABLES                 
LIEU-DIT   LES SABLONS                
LIEU-DIT   LES SEIZE ARPENTS          
LIEU-DIT   SOUS LA LIGRETTIER         
LIEU-DIT   SOUS LE BOIS DE BOYAU      
LIEU-DIT   TANNERRE                   
LIEU-DIT   LE TERRIER BLANC           
LIEU-DIT   SUR LA TOUCHE              
LIEU-DIT   LES TRONCS                 
LIEU-DIT   LA VALLEE D AUXERRE        
LIEU-DIT   LA VALLEE DE CHAMPIAUX     
LIEU-DIT   LA VIEILLE VENTE           
LIEU-DIT   LES VIEILLES VIGNES        
LIEU-DIT   VIGNES DE BONNES VIES      
LIEU-DIT   VIGNES DE LA CROIX         
LIEU-DIT   LES VIGNES DES CHOLLETS    
LIEU-DIT   LES VIGNES DU GRAND DENIS  
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LES GRUETS                 
LIEU-DIT   LES RAQUINS                
RUE        DE L EGLISE                
ROUTE      DES CHOLETS                
GR         GRANDE RUE                 
RUE        SAINT ROMAIN               
           commune :     SAINTS-EN-PUISAYE              departement : YONNE                         
HAM        DES CUEILLIS               
HAM        DES ROBINEAUX              
HAM        DE LA TOURNELLE            
LIEU-DIT   LES ANORIES                
LIEU-DIT   L APINERIE                 
LIEU-DIT   LES ARPENTS                
LIEU-DIT   L ARPINERIE                
LIEU-DIT   LES AUBUS                  
LIEU-DIT   LA BAQUIENNERIE            
LIEU-DIT   BARBRIOT                   
LIEU-DIT   LES BARONNERIES            
LIEU-DIT   LES BARRIERES              
LIEU-DIT   LES BAUDRUES               
LIEU-DIT   LES BAVORUS                
LIEU-DIT   LES BERGERIES              
LIEU-DIT   BERTIN                     
LIEU-DIT   LA BIONNERIE               
LIEU-DIT   BOIS BEZARD                
LIEU-DIT   BOIS BOURGOIN              
LIEU-DIT   BOIS CHARBONNIER           
LIEU-DIT   BOIS DE GARNOY             
LIEU-DIT   BOIS DE L ENFER            
LIEU-DIT   BOIS DE L ETANG            
LIEU-DIT   BOIS DE LA CROIX           
LIEU-DIT   BOIS DE LA FONTAINE        
LIEU-DIT   LES BOIS DE LA MALERUE     
LIEU-DIT   LES BOIS DES BOURGOINS     
LIEU-DIT   BOIS DES BRESSUS           
LIEU-DIT   BOIS DES CHARMES           
LIEU-DIT   BOIS DES CUEILLIS          
LIEU-DIT   BOIS DES FOURS             
LIEU-DIT   BOIS DES SIMONNETS         
