20151101
07         ARDECHE                       
LIEU-DIT   BAUME TROCHADE             
LIEU-DIT   BERLATIERE                 
LIEU-DIT   LES BLACHES                
LIEU-DIT   BOIS COMMUNAL              
LIEU-DIT   BOIS DU ROI EST            
LIEU-DIT   BOIS DU ROI OUEST          
LIEU-DIT   BONNAUDE                   
LIEU-DIT   BOREAS                     
LIEU-DIT   BOURDARIC                  
LIEU-DIT   LA BRUGIERE                
LIEU-DIT   LES BRUYERES               
LIEU-DIT   LA CADENNE                 
LIEU-DIT   CARCALET                   
LIEU-DIT   LA CASTELLANE              
LIEU-DIT   CHALAMELAS                 
LIEU-DIT   CHAMES                     
LIEU-DIT   CHAMP ROCHER               
LIEU-DIT   CHARMASSON                 
LIEU-DIT   CHARMASSONNET              
LIEU-DIT   CHASSERON NORD             
LIEU-DIT   CHASSERON-SUD              
LIEU-DIT   CHAUDE BOIS                
LIEU-DIT   CHEMIN LONG                
LIEU-DIT   CHEYROL                    
LIEU-DIT   CHIRON                     
LIEU-DIT   CLAPOUZE                   
LIEU-DIT   LE CLOS                    
LIEU-DIT   COIGNASSON                 
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE BARRADE              
LIEU-DIT   COMBE D ARC                
LIEU-DIT   COMBE LONGUE               
LIEU-DIT   COMMUNAL D IBIE            
LIEU-DIT   CONDOL                     
LIEU-DIT   CONTOURS D IBIE            
LIEU-DIT   COTE DU VIEUX VALLON       
LIEU-DIT   COULETTE                   
LIEU-DIT   CROS DE MARICHARD          
LIEU-DIT   LES CROZES                 
LIEU-DIT   CUL DE CHEYRON             
LIEU-DIT   LE DAROT                   
LIEU-DIT   LA DESFERRE                
LIEU-DIT   ENTRE SERRE                
LIEU-DIT   L ESTRADE                  
LIEU-DIT   LES ESTRADES               
LIEU-DIT   LA FARETTE                 
LIEU-DIT   LES FAYSSES                
LIEU-DIT   LE FEZ-EST                 
LIEU-DIT   LE FEZ OUEST               
LIEU-DIT   LA FONT                    
LIEU-DIT   LA FONTAINE DE LAMARTINE   
LIEU-DIT   LE FOURNAS                 
LIEU-DIT   LA FRANCE                  
LIEU-DIT   FROMENTAL                  
LIEU-DIT   GAILLEUX                   
LIEU-DIT   LA GISSIERE                
LIEU-DIT   GOS                        
LIEU-DIT   GRAND CHARMASSON           
LIEU-DIT   GRAND COUCOURU             
LIEU-DIT   LE GRAND JARDIN            
LIEU-DIT   LA GRANDE LOUBIERE         
LIEU-DIT   LES GRANGES                
LIEU-DIT   HAUT MOULIN                
LIEU-DIT   HEBOU                      
LIEU-DIT   IBIE                       
LIEU-DIT   L ILE                      
LIEU-DIT   JAVELAS                    
LIEU-DIT   JONCIER                    
LIEU-DIT   LEUZIERE                   
LIEU-DIT   LA LOUBIERE                
LIEU-DIT   LUBAC                      
LIEU-DIT   MAS DE BOULLE              
LIEU-DIT   MAS DE JAULET              
LIEU-DIT   LE MAS DE L ALLEMANDE      
LIEU-DIT   MAS DE SAUVANT             
LIEU-DIT   LE MAS NEUF                
LIEU-DIT   MASSAS                     
LIEU-DIT   LA MATHE                   
LIEU-DIT   LES MAZES                  
LIEU-DIT   LES MAZES DE BEAUMEL       
LIEU-DIT   MEZEIRAC                   
LIEU-DIT   MEZELET                    
LIEU-DIT   MONTINGRAND                
LIEU-DIT   LE MOULIN A VENT           
LIEU-DIT   MOUREDON                   
LIEU-DIT   PAIRE BLANC                
LIEU-DIT   PARAVALOS                  
LIEU-DIT   PARIS                      
LIEU-DIT   PAS DE PEYRON              
LIEU-DIT   PATY                       
LIEU-DIT   PETIT CHARMASSON           
LIEU-DIT   PETIT COUCOURU             
LIEU-DIT   LA PETITE LOUBIERE         
LIEU-DIT   PIAPALA                    
LIEU-DIT   PIERRE AGUSADE             
LIEU-DIT   PLAINE DE GASPARD          
LIEU-DIT   PLAINE DE THAY EST         
LIEU-DIT   PLAINE DU GRAS             
LIEU-DIT   PLAINE DU THAY OUEST       
LIEU-DIT   LE PLANAS                  
LIEU-DIT   LE PLANCHA                 
LIEU-DIT   LA PLANCHE                 
LIEU-DIT   LE PONSARAS                
LIEU-DIT   PONSONNIERE                
LIEU-DIT   LE PORT                    
LIEU-DIT   POUL                       
LIEU-DIT   LES POUSSIERES             
LIEU-DIT   PRACOUTIEL                 
LIEU-DIT   PRADES                     
LIEU-DIT   PRASSERAT                  
LIEU-DIT   PREPAILLERE                
LIEU-DIT   PRES ROCHER                
LIEU-DIT   RATIERE                    
LIEU-DIT   RAVEYRON                   
LIEU-DIT   LA ROCHE NORD              
LIEU-DIT   LA ROCHE SUD               
LIEU-DIT   LA ROUVIERE                
LIEU-DIT   SABAHU                     
LIEU-DIT   SAINT LAURENT              
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   LE SAVEL                   
LIEU-DIT   LA SELLE                   
LIEU-DIT   SERRE CHARBONNIER          
LIEU-DIT   SERRE DE CHALAMELAS        
LIEU-DIT   LE SERRE DE LA DESFERRE    
LIEU-DIT   LE TIOURE                  
LIEU-DIT   VAMALLE                    
LIEU-DIT   VIEUX VALLON               
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLAGE DES MAZES DE BEAUM 
LIEU-DIT   LA BRUGIERE ET LES MAZES   
LIEU-DIT   LE MIAROU                  
LIEU-DIT   LA NOUZAREDE               
LIEU-DIT   LA PLACETTE                
LIEU-DIT   LE CARIEYOU                
LIEU-DIT   CALADE DE BOURDARIC        
LIEU-DIT   CALADE DE L'EGLISE         
LIEU-DIT   CROIX DES ROSES            
PLACE      ALLENDE NERUDA             
CHEMIN     DES ANCIENS RESERVOIRS     
PLACE      DES ARCEAUX                
PLACE      ARMAND PUAUX               
RUE        DES ARCEAUX                
RUE        DE L'ARCEAU DE ST MARTIN   
RUE        DE L'ARCEAU                
RUE        DU BARRY                   
RUE        DE BOURDARIC               
RUE        DU JEU DE BOULES           
CHEMIN     DU BOULODROME              
ROUTE      DE BOURG ST ANDEOL         
RUE        LE CARRIEROU               
RUE        DE LA CALADE               
RUE        LE CARIEYOU                
CHEMIN     DE LA CASTELLANNE          
CHEMIN     DU CHASTELAS               
CHEMIN     DE CARCALET                
RUE        DU CLOS                    
IMPASSE    DU CLOS                    
CHEMIN     DU COLOMBIER A ST MARTIN   
CHEMIN     DE LA CELLE                
RUE        DE COULETTE                
CHEMIN     DES CROZES                 
PLACE      COUVERTE                   
CHEMIN     DES CRETES                 
RUE        DES ECOLES                 
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
CALL       DE L'EGLISE                
CHEMIN     DE L ESTRADE               
CHEMIN     DU FEZ                     
RUE        JEAN JAURES                
PLACE      DE L'ANCIENNE GARE         
RUE        HENRI BARBUSSE             
AVENUE     JEAN JAURES                
IMPASSE    LANDREAUD                  
RUE        DES JARDINS                
RUE        DE LA LEUZIERE             
RUE        LORION BLACHERE            
RUE        LOUIS CLARON               
PLACE      DE LA MAIRIE               
RUE        DES MAQUISARDS             
CHEMIN     DU MAS BOULLE A LAGORCE    
CHEMIN     DU MAS DE BOULE            
CHEMIN     DU MAS PIQUARD             
VOIE       MAS DE BOULLE              
CHEMIN     MAS DE SAUVAN MAS BOULLE   
RUE        DU MAS DES AIRES           
RUE        CENTRALE LES MAZES         
CHEMIN     DES MAZES DE BEAUMEL       
CHEMIN     DE MEZELET                 
RUE        DU MIAROU                  
CHEMIN     DU MOUREDON                
RUE        DE L ORPHELINAT            
BOULEVARD  PESCHAIRE ALIZON           
CHEMIN     DU PIGEONNIER              
CHEMIN     DU PLANAS                  
PLACE      LA PLACETTE                
CHEMIN     PONT BOURDARIC ST MARTIN   
CHEMIN     POUZAS A CHALAMELAS        
CHEMIN     DU POUZAS A SALAVAS        
CHEMIN     DES POUZES                 
ROUTE      VIEILLE DU PONT D'ARC      
CHEMIN     DES PRADES                 
CHEMIN     DE PREPAILLIERE            
RUE        ROSINE BOUCHER             
RUE        ROGER SALENGRO             
RUE        DE RAVEYRON                
CHEMIN     DE RUOMS A SALAVAS         
RUE        AUGUSTE SABATIER           
RUE        DE SAINT MARTIN            
PLACE      ST MARTIN                  
CHEMIN     DE SAINT LAURENT           
CHEMIN     DE ST MARTIN A SAMPZON     
ROUTE      DE SALAVAS                 
CHEMIN     DU SAVEL                   
CHEMIN     DES TILLEULS               
CHEMIN     DU TORRENT                 
CHEMIN     DE VALLON A LA COMBE       
ROUTE      VIEILLE DE LAGORCE         
CHEMIN     DE VALLON AU MAS NEUF      
CHEMIN     DE VALLON A MERLET         
CHEMIN     DE VALLON A PEYROLET       
CHEMIN     VALLON AU PONT DE SALAVAS  
CHEMIN     DE VALLON A ST MARTIN      
CHEMIN     DE VALLON A SAMPZON        
CHEMIN     DE VALLON AU VIEUX VALLON  
CHEMIN     DU VIEUX VALLON            
PLACE      DE LA RESISTANCE           
ROUTE      DE RUOMS                   
ROUTE      DU PONT D ARC              
PLACE      DE LA SALLE DES FETES      
RUE        DE LA NOUZAREDE            
RUE        DU CHATEAU                 
IMPASSE    DU TEMPLE                  
PLACE      DU VERGER                  
RUE        DU TEMPLE                  
IMPASSE    ARMAND PUAUX               
RUE        EUGENE VILLARD             
N          ROUTE NATIONALE            
CALL       DE COULETTE                
PASSAGE    DE LA PREMIERE ARMEE       
           commune :     VALS-LES-BAINS                 departement : ARDECHE                       
LIEU-DIT   ADAM                       
LIEU-DIT   LES ADRETS                 
LIEU-DIT   LES ADRETS DE ROUCHON      
LIEU-DIT   ARLIX                      
LIEU-DIT   LES ARNAS                  
LIEU-DIT   LES AUCHES                 
LIEU-DIT   AUTUCHE                    
LIEU-DIT   LES BAINS                  
LIEU-DIT   BARUZE                     
LIEU-DIT   BASSE TREUILLERE           
LIEU-DIT   LE BATEAU                  
LIEU-DIT   LE BATEDOU                 
LIEU-DIT   LES BAUMES                 
LIEU-DIT   LES BAUZENNES              
LIEU-DIT   BEAUREGARD                 
LIEU-DIT   LES BIDOUSSES              
LIEU-DIT   LA BLACHERE                
LIEU-DIT   LES BLACHERES              
LIEU-DIT   LES BLACHES                
LIEU-DIT   LES BLACHETTES             
LIEU-DIT   LE BOIS D AVAL             
LIEU-DIT   BOIS DE FLOUX              
LIEU-DIT   BOIS DE JOUVE              
LIEU-DIT   BOIS DE MONTGRAND          
LIEU-DIT   BOIS DE PINEDE             
LIEU-DIT   BOIS DU PRE                
LIEU-DIT   BOIS DU REY                
LIEU-DIT   BOIS VERT                  
LIEU-DIT   LE BOSC                    
LIEU-DIT   LES BROUSSIERES            
LIEU-DIT   BRUEN BAS                  
LIEU-DIT   BRUEN HAUT                 
LIEU-DIT   BRUENTET                   
LIEU-DIT   LES BRUGES                 
LIEU-DIT   LES BUISSIERES             
LIEU-DIT   LES BUSSIERES              
LIEU-DIT   LE CADIOL                  
LIEU-DIT   CARABIN                    
LIEU-DIT   CHABANEL                   
LIEU-DIT   LES CHALONGES              
LIEU-DIT   CHAMBLAS                   
LIEU-DIT   CHAMP DE LA TINE           
LIEU-DIT   CHAMP DES TINEAUX          
LIEU-DIT   CHAMP DU ROURE             
LIEU-DIT   CHAMPDEZON                 
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   CHAMPS DES BRUGES          
LIEU-DIT   LE CHASTAGNER              
LIEU-DIT   LA CHASTAGNEREDE           
LIEU-DIT   CHASTAGNERON               
LIEU-DIT   LA CHATAIGNERAIE           
LIEU-DIT   CHATEAU GIRAUD             
LIEU-DIT   CHAUDIERE                  
LIEU-DIT   LA CHAZE                   
LIEU-DIT   LES COINS DE GONY          
LIEU-DIT   LES COLLETS                
LIEU-DIT   LA COMBADE                 
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE DE BOUGE             
LIEU-DIT   COMBE LOTTIER              
LIEU-DIT   LES COMBEAUX               
LIEU-DIT   COMBES BASSES              
LIEU-DIT   COMBES HAUTES              
LIEU-DIT   LES COMBETTES              
LIEU-DIT   LES COSTELLES              
LIEU-DIT   LES COSTES                 
LIEU-DIT   LA COTE                    
LIEU-DIT   COTE CHAUDE                
LIEU-DIT   COTE CHAUDE HAUTE          
LIEU-DIT   LA COTTE                   
LIEU-DIT   COTTE DE LALIGIER          
LIEU-DIT   LES COTTES                 
LIEU-DIT   LES COUDERCS               
LIEU-DIT   LES COUDERES               
LIEU-DIT   LE COULET                  
LIEU-DIT   LE COULETAS                
LIEU-DIT   LES COULETS                
LIEU-DIT   LE COURNIALET              
LIEU-DIT   LA CROMPE                  
LIEU-DIT   CROS DE BONNE FOND         
LIEU-DIT   LES DELICIEUSES            
LIEU-DIT   LES DEUX EAUX              
LIEU-DIT   LE DEVES                   
LIEU-DIT   LES DEVES                  
LIEU-DIT   LES DEVESSES               
LIEU-DIT   DOMAINE DE LA TINE         
LIEU-DIT   LES ECHANDOLS              
LIEU-DIT   L ELZIERE                  
LIEU-DIT   LES ESCOUDASSES            
LIEU-DIT   LES EYRES                  
LIEU-DIT   LES FABRES                 
LIEU-DIT   FARGEON                    
LIEU-DIT   LA FAYE                    
LIEU-DIT   LES FERADOUIRES            
LIEU-DIT   LE FLAY                    
LIEU-DIT   FOND AIRISSE               
LIEU-DIT   FOND DE L AIRE             
LIEU-DIT   LES FONTELLES              
LIEU-DIT   LES GARDETTES              
LIEU-DIT   LES GARNEYRES              
LIEU-DIT   LES GENESTOUX              
LIEU-DIT   GIGNAC                     
LIEU-DIT   LA GLACIERE                
LIEU-DIT   LE GONDAL                  
LIEU-DIT   LE GOULET ROND             
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   LA GRAND COSTE             
LIEU-DIT   GRANGEON                   
LIEU-DIT   LA GUIBOURDENCHE           
LIEU-DIT   L HUBAC                    
LIEU-DIT   LES HUBATS                 
LIEU-DIT   L ILE                      
LIEU-DIT   LES ISSARTS DU BOIS        
LIEU-DIT   LES ISSOUX                 
LIEU-DIT   LA JAVARDE                 
LIEU-DIT   SUR LA JAVARDE             
LIEU-DIT   JULLIEN                    
LIEU-DIT   LES JUSTETS                
LIEU-DIT   LACHAMP                    
LIEU-DIT   LACHAUD                    
LIEU-DIT   LAS COMBES                 
LIEU-DIT   LAUZIERE                   
LIEU-DIT   LEGAUX                     
LIEU-DIT   LHAUGUESPY                 
LIEU-DIT   LHOUEYSET                  
LIEU-DIT   LONGE SERRE                
LIEU-DIT   LONGE SERRE HAMEAU         
LIEU-DIT   LE MALLIET                 
LIEU-DIT   MAS DES BRUGES             
LIEU-DIT   MAS DES CHAVASSES          
LIEU-DIT   MAS DU FAUX                
LIEU-DIT   LE MEYSONNENT              
LIEU-DIT   MILLESOLE                  
LIEU-DIT   MONTGRAND                  
LIEU-DIT   LES MOUTETS                
LIEU-DIT   LE NAVET                   
LIEU-DIT   LE NOUZARET                
LIEU-DIT   L OCRE                     
LIEU-DIT   LES ORMEAUX                
LIEU-DIT   OUBREYTS                   
LIEU-DIT   LES PALLETS                
LIEU-DIT   LES PARCS                  
LIEU-DIT   LA PERGE                   
LIEU-DIT   PEYRAGEOL                  
LIEU-DIT   LE PISSAL                  
LIEU-DIT   LE PLAGNOL                 
LIEU-DIT   PLANSONNEDE                
LIEU-DIT   LES PLANTADES              
LIEU-DIT   PLEIN SOLEIL               
LIEU-DIT   PONT DE L OCRE             
