20151101
974         LA REUNION                    
RUE        HELICONIA                  
           commune :     SAINTE ROSE                    departement : LA REUNION                    
LOT        ALBIUS                     
LOT        ANCHAING                   
LOT        BEL AIR                    
LOT        BOIS BLANC                 
LOT        BONNE ESPERANCE            
LOT        BOIS NOIRS                 
LOT        CIMENDEF                   
LOT        FLORINE A                  
LOT        FLORINE B                  
LOT        FRUITS A PAIN              
LOT        DES JARDINS                
LOT        DERRIERE LA BALANCE        
LOT        FIRINGA                    
LOT        LACROIX                    
LOT        LA SOURCE                  
LOT        LECONTE DE LISLE           
LOT        PT BRULE                   
LOT        POIVRIER                   
LOT        RAVINE GLISSANTE           
LOT        CHAMPAC                    
LOT        LES VACOAS LA SOURCE       
LOT        SECOURS CATHOLIQUE         
LOT        SAFER                      
CITE       DE LA VIEILLE USINE        
LIEU-DIT   AU DESSUS DU BRULE COMMUNA 
LIEU-DIT   BELLEVUE                   
LIEU-DIT   BONNE ESPERANCE            
LIEU-DIT   BOIS BLANC                 
LIEU-DIT   DOM DE LA RIVIERE DE L EST 
LIEU-DIT   DOM DES CASCADES           
LIEU-DIT   FOND DE LA RIVIERE DE L ES 
LIEU-DIT   FT DE BOIS BLANC           
LIEU-DIT   HTS DE LA RAVINE GLISSANTE 
LIEU-DIT   HTS DE LA RIVIERE DE L EST 
LIEU-DIT   HTS DE SAINTE ROSE         
LIEU-DIT   LA MARINE                  
LIEU-DIT   LA RAVINE PITON LES HTS    
LIEU-DIT   LE BRULE COMMUNAL          
LIEU-DIT   LE GD BRULE                
LIEU-DIT   L ENCLOS                   
LIEU-DIT   LE PITON                   
LIEU-DIT   LE PITON INDIVIS           
LIEU-DIT   LES BAMBOUS                
LIEU-DIT   LES BUISSONS               
LIEU-DIT   LES CASCADES               
LIEU-DIT   LES CASCADES LES HTS       
LIEU-DIT   LES CASCADES NORD EST      
LIEU-DIT   FORET DOMANIALE            
LIEU-DIT   LES HTS DE BOIS BLANC NORD 
LIEU-DIT   LES HTS DE BOIS BLANC SUD  
LIEU-DIT   LES HTS DE LA PTE RAVINE S 
LIEU-DIT   LES MARES                  
LIEU-DIT   LES REMP DU BOIS BLANC     
LIEU-DIT   LE VOLCAN                  
LIEU-DIT   LOT DES CASCADES           
LIEU-DIT   MAROCAIN                   
LIEU-DIT   MASSIF DE BELLECOMBE       
LIEU-DIT   MASSIF DU PITON DE CIRQUE  
LIEU-DIT   PT BRULE                   
LIEU-DIT   PTE RAVINE GLISSANTE       
LIEU-DIT   PITON CASCADES             
LIEU-DIT   PITON GALETS               
LIEU-DIT   PLAI DES OSMONDES NORD     
LIEU-DIT   PLAI DES OSMONDES SUD      
LIEU-DIT   PLAI DES SABLES            
LIEU-DIT   PLATEAU DE LA RIVIERE DE L 
LIEU-DIT   RAVINE GLISSANTE           
LIEU-DIT   RAVINE LACROIX             
LIEU-DIT   RAVINE PITON               
LIEU-DIT   REMP DE BELLECOMBE         
LIEU-DIT   REMP DES SABLES            
LIEU-DIT   REMP DU GD ROND            
LIEU-DIT   REMP DU PITON LA RIVIERE L 
LIEU-DIT   RIVIERE DE L EST           
LIEU-DIT   ROUSSEL                    
LIEU-DIT   SAINTE ROSE VILLAGE        
LIEU-DIT   SAVANE CIM                 
LIEU-DIT   TROU CARON                 
LIEU-DIT   TROU DE SABLE              
CHEMIN     ALFRED                     
RUE        DES ALAMANDAS              
CHEMIN     BADAMIER                   
RUE        DES BADAMIERS              
CHEMIN     BLANC                      
CHEMIN     CAISSE                     
RUE        DES CAMPAGNACS             
RUELLE     DES CAPUCINES              
CHEMIN     CHANGEMENT                 
CHEMIN     CYLINDRE                   
CC         NO 7 ANCIEN                
CHEMIN     DE LA MAIRIE               
CHEMIN     LA DECOUVERTE              
RUE        DE LA DISTILLERIE          
RUE        DES DEUX CYLINDRES         
CHEMIN     DE L'EGLISE                
CHEMIN     DE LA MARINE               
CHEMIN     DE L INDIVIS               
CD         57                         
RUE        DES BAMBOUS                
CHEMIN     DES ANGLAIS                
CHEMIN     BALMANN                    
CHEMIN     DES CASCADES               
CHEMIN     DES MANGUIERS              
IMPASSE    DES MARGOSIERS             
CHEMIN     DU CIMETIERE               
CHEMIN     COCO                       
CHEMIN     DU PT BRULE                
CHEMIN     FAUSTIN                    
CHEMIN     FRUITS A PAINS             
RUE        DES FLAMBOYANTS            
RUE        DES FUSCHIAS               
CHEMIN     ISIDORE                    
CHEMIN     JARDIN                     
CHEMIN     LA CAYENNE                 
CHEMIN     LACROIX                    
CHEMIN     LEROUX                     
CHEMIN     RAVINE GRIMM               
CHEMIN     SAFER BOIS BLANC           
CHEMIN     MARECAGE                   
CHEMIN     TOUZET                     
CHEMIN     MIMI                       
CHEMIN     MANIQUE                    
CHEMIN     POINTE DES JARDINS         
CHEMIN     PAUL                       
CHEMIN     POINTE CORAIL              
CHEMIN     PRUGNIERES                 
CHEMIN     SAFER MAROCAIN             
CHEMIN     TAMARIN                    
ROUTE      FORESTIERE DU VOLCAN       
ROUTE      NATIONALE 2                
SENTIER    BONNE ESPERANCE            
SENTIER    DE LA RIVIERE              
SENTIER    DE L ECOLE                 
SENTIER    DES CASCADES               
SENTIER    ESPERANCE LES HAUTS SUD    
CHEMIN     PITON GALETS               
SENTIER    DES POMMES                 
SENTIER    DU TUNNEL                  
AVENUE     DES TULIPIERS              
SENTIER    LOULOU                     
SENTIER    MACORA                     
SENTIER    PARTIAL                    
SENTIER    QUAI PLAT                  
RUE        DES ROSIERS                
SENTIER    SAINT JOSEPH               
CHEMIN     ISNARD                     
CHEMIN     LA SOURCE                  
RUE        DES SANG DRAGONS           
RUE        DE LA VIEILLE USINE        
CHEMIN     DUMOND                     
AVENUE     NELSON MANDELA             
CHEMIN     DES PALMISTES              
IMPASSE    PLATEAU NOIR               
RUE        GABRIEL FOUAY              
ALLEE      KARY                       
RUE        DE LA VANILLE              
IMPASSE    MANGUE AUGUSTE             
IMPASSE    MANGUE JOSE                
ALLEE      MANGUE LEONARD             
IMPASSE    DES CALUMETS               
IMPASSE    SOLIDA                     
CHEMIN     DE PEINDRAY                
RUE        DES MANGUIERS              
IMPASSE    JOSEPH DHORT               
IMPASSE    DES SAPOTIERS              
CHEMIN     LOULOU                     
IMPASSE    BANCOUL                    
IMPASSE    CHANDELLE                  
IMPASSE    DES COCOTIERS              
IMPASSE    DES FILAOS                 
CHEMIN     ELMA                       
IMPASSE    CADET                      
CHEMIN     COQ CHANTANT               
IMPASSE    D HORT                     
CHEMIN     PINDRAY                    
CHEMIN     SOUCANE                    
           commune :     SAINTE SUZANNE                 departement : LA REUNION                    
CITE       ALBIUS                     
LOT        BAGATELLE I                
LOT        BAGATELLE II               
LOT        BARRAU                     
LOT        BEL AIR 2                  
CITE       DU BEL AIR                 
LOT        BLANCHET                   
LOT        BRAS PISTOLET              
CITE       DU LEVANT - BEL AIR        
CITE       DU VILLAGE DESPREZ         
LOT        DES DEUX RIVES             
LOT        LES CASCADES               
LOT        LA COLLINE                 
CITE       LAURENT VERGES             
LOT        MALOYA                     
LOT        LA MARINE                  
RESIDENCE  DE LA PLACE                
LOT        DU PHARE                   
LOT        ROCHE                      
LOT        RAMASSAMY                  
CITE       FRANCOISE LE CHATELAIN     
HLM        VILLAGE DESPREZ            
LOT        VILLAGE DESPREZ            
CITE       SOLPAK                     
LIEU-DIT   AU DESSUS DES TROIS FRERES 
LIEU-DIT   AU DESSUS DU CAMP DES EVIS 
LIEU-DIT   AU SUD DE MAINGARD         
LIEU-DIT   BAGATELLE                  
LIEU-DIT   BAGATELLE EST              
LIEU-DIT   BAGATELLE HAMEAU           
LIEU-DIT   BAGATELLE LES ETABLISSEMEN 
LIEU-DIT   BAGATELLE LES HAUTS        
LIEU-DIT   BAGATELLE POINTE CANAL     
LIEU-DIT   BEL AIR MAZERIEUX          
LIEU-DIT   BEL AIR SUD                
LIEU-DIT   BELLE EAU                  
LIEU-DIT   BELLE VUE                  
LIEU-DIT   BELLE VUE SUD              
LIEU-DIT   BRAS DE FER                
LIEU-DIT   BRAS PISTOLET              
LIEU-DIT   CAMP DES EVIS              
LIEU-DIT   CHEMIN DE CAYENNE          
LIEU-DIT   CHEMIN DE CHANTILLY        
LIEU-DIT   CHEMIN DU BRAS PISTOLET    
LIEU-DIT   CHEMIN DU PHARE            
LIEU-DIT   COMMUNE ANGO               
LIEU-DIT   COMMUNE ANGO DELICES       
LIEU-DIT   COMMUNE ANGO DIOREE        
LIEU-DIT   COMMUNE ANGO NORD          
LIEU-DIT   COMMUNE BEGUE              
LIEU-DIT   COMMUNE BEGUE LES BAS      
LIEU-DIT   COMMUNE CARRON             
LIEU-DIT   DECOTTE                    
LIEU-DIT   DESSOUS DE BAGATELLE       
LIEU-DIT   DEUX RIVES                 
LIEU-DIT   DEUX RIVES LES HAUTS       
LIEU-DIT   FRANCHE TERRE              
LIEU-DIT   FRANCHE TERRE SUD          
LIEU-DIT   GRIMM                      
LIEU-DIT   JACQUES BEL AIR            
LIEU-DIT   JACQUES CARGOT             
LIEU-DIT   JUPITER                    
LIEU-DIT   LA BUTTE                   
LIEU-DIT   LA GRANDE MONTEE           
LIEU-DIT   LA GRANDE RAVINE           
LIEU-DIT   LA GRANDE RAVINE LES HAUTS 
LIEU-DIT   LA LIBERTE                 
LIEU-DIT   LA MARINE                  
LIEU-DIT   LA PERRIERE                
LIEU-DIT   LA PLAINE DES FOUGERES     
LIEU-DIT   LA RENAISSANCE             
LIEU-DIT   LA RENAISSANCE OUEST       
LIEU-DIT   LA REUNION                 
LIEU-DIT   LA SAVANNE                 
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LA VIGNE NORD              
LIEU-DIT   LA VILLE                   
LIEU-DIT   LE BEL AIR                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BRULON                  
LIEU-DIT   LE GRAND HAZIER            
LIEU-DIT   LE QUARTIER FRANCAIS       
LIEU-DIT   LES CASCADES               
LIEU-DIT   LES CASCADES OUEST         
LIEU-DIT   LES HAUTS DE DECOTTE       
LIEU-DIT   LES HAUTS DE LA PERRIERE   
LIEU-DIT   LES HAUTS DE RENAISSANCE   
LIEU-DIT   LES JAQUES                 
LIEU-DIT   L ESPERANCE                
LIEU-DIT   LES TROIS FRERES           
LIEU-DIT   MAINGARD                   
LIEU-DIT   MAINGARD EST               
LIEU-DIT   MARANCOURT                 
LIEU-DIT   MARANCOURT SUD             
LIEU-DIT   MONACO                     
LIEU-DIT   MONTEE DU BEL AIR          
LIEU-DIT   NIAGARA                    
LIEU-DIT   PANNE                      
LIEU-DIT   PRES DE SAINT JOSEPH       
LIEU-DIT   PRES DU BEL AIR            
LIEU-DIT   RAMPE DU BEL AIR           
LIEU-DIT   RAVINE DES CHEVRES         
LIEU-DIT   RUE MARCHANDE              
LIEU-DIT   SAINT JOSEPH               
LIEU-DIT   SAINTE VIVIENNE            
LIEU-DIT   SAMBLY                     
LIEU-DIT   SOUS GRIMM                 
LIEU-DIT   SOUS MAINGARD              
LIEU-DIT   VILLAGE DESPREZ            
SENTIER    DES BILIMBIS               
ALLEE      CHASSAGNE                  
ALLEE      ECUMES DE MER              
ALLEE      DES GIROFLIERS             
CHEMIN     FRANCHE TERRE              
ALLEE      DES GERBERAS               
IMPASSE    DES LONGANIS               
IMPASSE    DES MANGUIERS              
ALLEE      PERE BRONNER               
ACH        ANCIEN CHEMIN RURAL        
RUELLE     DES ANANAS                 
RUE        DES BALZAMINES             
RUE        BALBINE                    
CHEMIN     BASSIN BOEUF               
CHEMIN     BASSIN DE BOUE             
CHEMIN     BECS ROSES                 
CHEMIN     BEAUDELAIRE                
CHEMIN     BELLE EAU                  
SENTIER    DES BEGONIAS               
RUE        BERTIN                     
RUE        BERTIN                     
RUE        DE LA BOUCHE D'ANGO        
RUE        AH FOCK CHANE BON          
RUE        ANTOINE ABEILLARD          
CHEMIN     BOURRIQUE                  
RUELLE     JULES BOUDIA               
RUE        JEAN BAILLIF               
CHEMIN     BRAS DES CHEVRETTES        
CHEMIN     BRAS PISTOLET              
CHEMIN     CAMPENON                   
IMPASSE    BOYER                      
IMPASSE    ARTHUR GRAVINA             
IMPASSE    ALEX GUNET                 
CHEMIN     CAMP DES EVIS              
IMPASSE    DES CARAMBOLES             
CHEMIN     CHANE KANE                 
CHEMIN     COMMUNE DES BEGUES         
RUE        DU COMMERCE                
IMPASSE    DES CAMELIAS               
CHEMIN     DE BAGATELLE               
IMPASSE    AGLAE CHEDORGE             
ALLEE      DES BAIES ROSES            
CHEMIN     BELLE VUE                  
CHEMIN     DU BOCAGE                  
CHEMIN     BOIS ROUGE                 
CHEMIN     BOIS ROUGE MARINE          
CHEMIN     BOUCLE D'ANGO              
CHEMIN     BRULON                     
CHEMIN     DES BRUYERES               
ALLEE      DES BRUVIERES              
CHEMIN     CAMARONS                   
CHEMIN     CASCADES NIAGARA           
RUE        DES CAPUCINES              
CHEMIN     DE CAYENNE                 
RUE        DES CANNELLES              
