20151101
06         ALPES MARITIMES               
LIEU-DIT   VILLARON                   
VC         CIDEX                      
CHEMIN     CIAMBONSON                 
PLACE      DE LA COLLE                
IMPASSE    CURNIA                     
CHEMIN     DE LAIRETTE                
ROUTE      DE MASSOINS                
CHEMIN     DE LA PARRA                
ROUTE      DU PONT DE CLANS           
ROUTE      DE LA TINEE                
IMPASSE    LES TINES                  
CHEMIN     DU VIEUX VILLAGE           
           commune :     TOURRETTE-LEVENS               departement : ALPES MARITIMES               
LIEU-DIT   L AVAL                     
LIEU-DIT   BAISSE DE ROUGIER          
LIEU-DIT   LA BALMA                   
LIEU-DIT   BARBALAO                   
LIEU-DIT   BARRELLE                   
LIEU-DIT   LES BARRI                  
LIEU-DIT   BAUS DE LA MINE            
LIEU-DIT   BAUS DE MIDI               
LIEU-DIT   BAUSSET                    
LIEU-DIT   LA BEGUDE                  
LIEU-DIT   BEGUET                     
LIEU-DIT   BLAQUIERES                 
LIEU-DIT   BRAQUET                    
LIEU-DIT   BROCAREL                   
LIEU-DIT   BUCIART                    
LIEU-DIT   CAIRE                      
LIEU-DIT   LE CAIRE                   
LIEU-DIT   CAIRON                     
LIEU-DIT   CAIRON NORD                
LIEU-DIT   CALAMEL                    
LIEU-DIT   CALVIERA                   
LIEU-DIT   CAMP ROGNON                
LIEU-DIT   CAMP SOBRAN                
LIEU-DIT   CANESTRIER                 
LIEU-DIT   LA CIME                    
LIEU-DIT   LE CLAOUT                  
LIEU-DIT   LA CLAPIERRE               
LIEU-DIT   CLOAT                      
LIEU-DIT   CLUA                       
LIEU-DIT   LA CLUA                    
LIEU-DIT   COL DE BRAQUET             
LIEU-DIT   COL DE BUISSON             
LIEU-DIT   COL DE DOUJO               
LIEU-DIT   LA COLLE                   
LIEU-DIT   COLLE DE BERRE             
LIEU-DIT   COLLE DE REVEL             
LIEU-DIT   LE COLLET                  
LIEU-DIT   COLLET DE CLAUDE           
LIEU-DIT   COLLET DE GAVIN            
LIEU-DIT   COLLET DE MACARI           
LIEU-DIT   COLLET DE MERLETTE         
LIEU-DIT   LA COLLETTE                
LIEU-DIT   COLOMBIER                  
LIEU-DIT   LA COMBE D ARMANA          
LIEU-DIT   LA COMBE HAUTE             
LIEU-DIT   CONDAMINE                  
LIEU-DIT   LE CONDUCH                 
LIEU-DIT   LES CONQUES                
LIEU-DIT   DARSENA                    
LIEU-DIT   FARIGOLET                  
LIEU-DIT   FAUSSE MAGNE               
LIEU-DIT   FLORENS                    
LIEU-DIT   FOND DE BOVIS              
LIEU-DIT   LA FONTAINE                
LIEU-DIT   FORCHESSA                  
LIEU-DIT   FROGIER INFERIEUR          
LIEU-DIT   FROGIER SUPERIEUR          
LIEU-DIT   LA FUONT                   
LIEU-DIT   FUONT DE SAUZE             
LIEU-DIT   LA GABRE                   
LIEU-DIT   GALLINIER                  
LIEU-DIT   GAUTHIER                   
LIEU-DIT   LA GORGHETTE               
LIEU-DIT   LA GOURRE                  
LIEU-DIT   LA GRANDE PRAIREA          
LIEU-DIT   GRAU D YEZ                 
LIEU-DIT   LA GRAU DE CALVIERA        
LIEU-DIT   LA GRAU DU COLOMBIER       
LIEU-DIT   LA GRAUS                   
LIEU-DIT   GUEIRAR                    
LIEU-DIT   LE HAUT FROGIER            
LIEU-DIT   L IBAC                     
LIEU-DIT   INTER ROC                  
LIEU-DIT   L ISCLE                    
LIEU-DIT   L ISSAC                    
LIEU-DIT   LESPUADE                   
LIEU-DIT   MAL PAS                    
LIEU-DIT   MARCEAU                    
LIEU-DIT   MOLIERES                   
LIEU-DIT   MONT CHAUVE                
LIEU-DIT   LE MOULIN                  
LIEU-DIT   MOULIN VIEUX               
LIEU-DIT   LA MOUTTA                  
LIEU-DIT   PASCAL                     
LIEU-DIT   PASCAL D ARMANA            
LIEU-DIT   PASCAL DE MOULIN           
LIEU-DIT   PERDIGUIERE                
LIEU-DIT   PESQUIER                   
LIEU-DIT   LA PINEA                   
LIEU-DIT   LE PLAN                    
LIEU-DIT   PLAN D ARIOU               
LIEU-DIT   PLAN DE COUTHON            
LIEU-DIT   PLAN DE LA CLUE            
LIEU-DIT   PLAN DE REVEL NORD         
LIEU-DIT   PLAN DE REVEL SUD          
LIEU-DIT   PLAN ET SIRET              
LIEU-DIT   PLANTADE                   
LIEU-DIT   PLANTIER                   
LIEU-DIT   PLANTIER DE MEDAN          
LIEU-DIT   LES POINTES                
LIEU-DIT   LE PONT                    
LIEU-DIT   PORTACIOLA                 
LIEU-DIT   PORTALES                   
LIEU-DIT   LE PRAT                    
LIEU-DIT   PRAT SPINA                 
LIEU-DIT   PREIREA                    
LIEU-DIT   LA PREISSA                 
LIEU-DIT   LE PUEI                    
LIEU-DIT   PUEI DE LA MADONE          
LIEU-DIT   PUEI SUD                   
LIEU-DIT   REGINA                     
LIEU-DIT   LES RIBES                  
LIEU-DIT   RIO SEC                    
LIEU-DIT   LA ROCA                    
LIEU-DIT   LA ROCA DU CAVALIER        
LIEU-DIT   ROHIERA                    
LIEU-DIT   ROHIERA DES VIEILLES       
LIEU-DIT   LA ROHIERE DU RAIL         
LIEU-DIT   ROQUE PARTIDE              
LIEU-DIT   ROUGIER                    
LIEU-DIT   SAINT ANTOINE              
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SAINT SEBASTIEN            
LIEU-DIT   SALENE                     
LIEU-DIT   SAMBULE                    
LIEU-DIT   LA SANTA                   
LIEU-DIT   SAURIN                     
LIEU-DIT   SCARAVEL FAMAJOR           
LIEU-DIT   SERRE                      
LIEU-DIT   SERRE DE CATALAN           
LIEU-DIT   SOUBRE COLLET              
LIEU-DIT   SOUTTE COLLET              
LIEU-DIT   SPEIRAMELLA                
LIEU-DIT   SPINFERIER                 
LIEU-DIT   SPRA MARIN                 
LIEU-DIT   TOMBALIER                  
LIEU-DIT   TOUR                       
LIEU-DIT   EN TOURRETTE               
LIEU-DIT   TOURRETTE                  
LIEU-DIT   TRALATORRE                 
LIEU-DIT   VALLIERE                   
LIEU-DIT   VE LOU VOUOS               
LIEU-DIT   VERS L IBAC                
LIEU-DIT   VERS LE FANC               
LIEU-DIT   VERS LE RAIL               
LIEU-DIT   VERS LE VOUART             
LIEU-DIT   VERS LES PLANS             
LIEU-DIT   VERS LES VIEILLES          
LIEU-DIT   LES VIEILLES               
LIEU-DIT   LA VIGNE                   
LIEU-DIT   VIGNE DE LOA               
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   L YGRAUD                   
LIEU-DIT   CLOUAT                     
LIEU-DIT   L ABADIE                   
LIEU-DIT   LE FROGIER                 
CHEMIN     DU DOC ARTHUR MAURAN       
RUE        DES ASSOCIATIONS           
ROUTE      D ASPREMONT                
CHEMIN     DU BARBE                   
CAE        PLANA                      
CHEMIN     DU COLOMBIER               
CHEMIN     DU CASTELLAR               
AVENUE     CEUX DE VERDUN PROLONGEE   
AVENUE     CEUX DE VERDUN             
MTE        DU CHATEAU                 
CHEMIN     DU COLLET                  
CHEMIN     DE CHATEAUNEUFVILLEVIEILLE 
ROUTE      DE CHATEAUNEUF VILLEVIEILL 
SENTIER    DU COLLET                  
CHEMIN     DU CLAOUT                  
AVENUE     ABBE CLARY                 
CHEMIN     DE LA COLETTE              
CHEMIN     DE LA GABRE                
CHEMIN     DE GALLINIER               
AVENUE     GENERAL DE GAULLE          
CHEMIN     DE LA GORGHETTE            
RUE        DE CAMP SOUBRAN            
CHEMIN     DE L ECOLE DES MOULINS     
RUE        GEN JOSEPH TORDO           
ROUTE      DU COLLET DE MERLETTE      
ROUTE      DE LA COLLE DE REVEL       
CHEMIN     DE FAMAJOR                 
RUE        DES COMBATTANTS D'AF.DU N. 
CHEMIN     DU FROGIER INFERIEUR       
CHEMIN     DU FROGIER SUPERIEUR       
MTE        DU FROGIER SUPERIEUR       
AVENUE     DU HAUT PAYS               
AVENUE     JOSEPH BAILET              
ROUTE      DE L ABADIE                
AVENUE     DE LA CONCA D OR           
ROUTE      DE LEVENS                  
ROUTE      DU CHATEAU DE REVEL        
BOULEVARD  LEON SAUVAN                
PLACE      LOUIS GIRARD               
CHEMIN     DES MOLIERES               
RUE        DES MOULINS                
CHEMIN     DE LA MOUTTA               
ROUTE      STRATEG. MONT MACARON      
CHEMIN     DU PASCAL                  
AVENUE     PAUL CANESTRIER            
PLACE      DOC PAUL SIMON             
CHEMIN     DU PLAN DE COUTHON         
CHEMIN     DU PLAN D ARIOU            
CHEMIN     DU PVEI DE LA MADONE       
PLACE      DES PENITENTS BLANCS       
CHEMIN     DE LA ROCCA                
CHEMIN     DE SAINTE CATHERINE        
CHEMIN     DU PUEI                    
CHEMIN     DE SAINT SEBASTIEN         
AVENUE     CANTON DE LEVENS           
CHEMIN     DE TRALATORRE              
CHEMIN     DU SCARAVEL                
CHEMIN     DE VE LOU VOUOS            
CHEMIN     TOURRETTE LEVENS L ABADIE  
CHEMIN     D EN TOURRETTE             
CHEMIN     V G GUYON DE PAMPELONNE    
RUE        ANCIENS MARINS COMBATTANTS 
SQUARE     DU SOUVENIR FRANCAIS       
CHEMIN     DU CHATEAU D'EAU           
IMPASSE    CESAR CANESTRIER           
           commune :     TOURRETTES-SUR-LOUP            departement : ALPES MARITIMES               
LIEU-DIT   L AMENDIER                 
LIEU-DIT   L ARENIER                  
LIEU-DIT   L AVELANEOU                
LIEU-DIT   LA BAISSE                  
LIEU-DIT   LA BAISSE EST              
LIEU-DIT   LE BAOU                    
LIEU-DIT   LES BARRES DE COURMETTES   
LIEU-DIT   LES BARRES DE COURMETTES E 
LIEU-DIT   LES BARRES DE COURMETTES O 
LIEU-DIT   LES BARRES DE SAINT ARNOUX 
LIEU-DIT   LES BASSAQUES              
LIEU-DIT   LA BASTIDE                 
LIEU-DIT   LA BAUME                   
LIEU-DIT   BAUME OBSCURE              
LIEU-DIT   LE BAUSSET                 
LIEU-DIT   LES BERGUIERES             
LIEU-DIT   LA BLANQUIERE              
LIEU-DIT   LES BLAQUIERES             
LIEU-DIT   LES BLAQUIERES BASSES      
LIEU-DIT   LES BLAQUIERES HAUTES      
LIEU-DIT   LA CABANE                  
LIEU-DIT   LES CADENASSES             
LIEU-DIT   LE CAIRE                   
LIEU-DIT   LE CAIRE EST               
LIEU-DIT   CAMASSADE                  
LIEU-DIT   CAMASSADE EST              
LIEU-DIT   CAMASSADE HAUT             
LIEU-DIT   LE CANNET                  
LIEU-DIT   CANORGUES                  
LIEU-DIT   LES CARANGUES              
LIEU-DIT   LA CARENO                  
LIEU-DIT   LE CASSAN                  
LIEU-DIT   LE CASTELLAN               
LIEU-DIT   LA CATOUNIERE              
LIEU-DIT   LE CAVAOU                  
LIEU-DIT   LE CAVAOU EST              
LIEU-DIT   LE CHATEAU DES VALETTES    
LIEU-DIT   CHORANE                    
LIEU-DIT   LE CLAPIER                 
LIEU-DIT   LES CLAPIERES              
LIEU-DIT   LE CLAUS                   
LIEU-DIT   LES CLAUS                  
LIEU-DIT   LA COLLE DU MOULIN         
LIEU-DIT   LA COLLE DU MOULIN SUD     
LIEU-DIT   LE COLLET DE SAINT ANTOINE 
LIEU-DIT   LA COLLETTE                
LIEU-DIT   LA COMBE DE NOTRE DAME     
LIEU-DIT   LA COMBE DES BERGUIERES    
LIEU-DIT   LA COMBE DU RAY            
LIEU-DIT   LES COSTES                 
LIEU-DIT   COURMETTES                 
LIEU-DIT   LE COUSTA                  
LIEU-DIT   LES COUSTASSES             
LIEU-DIT   LA FAILLE                  
LIEU-DIT   LES FAISSES                
LIEU-DIT   LA FERRAGE                 
LIEU-DIT   LA FONT DE BOUISSON        
LIEU-DIT   LA FONT DE MERLE           
LIEU-DIT   LA FONT DE PURGUE          
LIEU-DIT   LE FOURNAS                 
LIEU-DIT   LE FOUSSET                 
LIEU-DIT   LE FRAISSES                
LIEU-DIT   LA GEINE D ISNARD          
LIEU-DIT   LA GOURGUEIROTTE           
LIEU-DIT   LE GOURNEIROUN             
LIEU-DIT   LES GOURS                  
LIEU-DIT   LE GRAND PUITS             
LIEU-DIT   LES GRAOUS                 
LIEU-DIT   LA GRETTE                  
LIEU-DIT   LA GROSSE EOUVIERE         
LIEU-DIT   LE HAUT DES BERGUIERES     
LIEU-DIT   L HERMAS                   
LIEU-DIT   LES HORTS                  
LIEU-DIT   L HUBAC                    
LIEU-DIT   L ILE CROI                 
LIEU-DIT   L ISLE BONNE               
LIEU-DIT   L ISSART                   
LIEU-DIT   LE JAS DE L EOUVIERE       
LIEU-DIT   LE JAS NEUF                
LIEU-DIT   LES LAURIERS               
LIEU-DIT   LE LAURON                  
LIEU-DIT   LES LAUVES                 
LIEU-DIT   LES LEGOIRES               
LIEU-DIT   LA LEQUE                   
LIEU-DIT   LOURC                      
LIEU-DIT   LA MAGDELEINE              
LIEU-DIT   LA MAISONNETTE             
LIEU-DIT   MALHERBE                   
LIEU-DIT   LA MARAOURO                
LIEU-DIT   LA MOULIERE                
LIEU-DIT   LES MOULIERES              
LIEU-DIT   LES MOULINS                
LIEU-DIT   LE MOUNARD                 
LIEU-DIT   LE MURAS                   
LIEU-DIT   NOTRE DAME                 
LIEU-DIT   PASCARESSA                 
LIEU-DIT   LE PASQUIER                
LIEU-DIT   LA PAUVETTA                
LIEU-DIT   LE PETAREOU                
LIEU-DIT   PICARROU                   
LIEU-DIT   PIE LOMBARD                
LIEU-DIT   PIE LOMBARD BAS            
LIEU-DIT   PIE MAGNAOU                
LIEU-DIT   PIE MARTIN                 
LIEU-DIT   PIE MOUNARD                
LIEU-DIT   PIERASCAS                  
LIEU-DIT   PLAN BOUISSON              
LIEU-DIT   PLAN BOUISSON NORD         
LIEU-DIT   PLAN DE VENS               
LIEU-DIT   PLAN RASCAS                
LIEU-DIT   PLAN ROUGIER               
LIEU-DIT   PLAN ROUGIER HAUT          
LIEU-DIT   LA PLANTADE                
LIEU-DIT   LE PLANTIER                
LIEU-DIT   PLATEAU DE CANORGUES       
LIEU-DIT   PLATEAU DE LA MAGDELEINE   
LIEU-DIT   LE PONT DU LOUP            
LIEU-DIT   LES POUVERIES              
LIEU-DIT   LE POY DE TAPHE            
LIEU-DIT   PRA LONG                   
LIEU-DIT   LE PRE                     
LIEU-DIT   LE PRE NEUF                
LIEU-DIT   LE PRET                    
LIEU-DIT   LE PRIEURE                 
LIEU-DIT   LE PUITS DE NAOURI         
LIEU-DIT   LES QUEINIERES             
LIEU-DIT   LE RAY                     
LIEU-DIT   REGAGNAOU                  
LIEU-DIT   LA RIVIERE                 
LIEU-DIT   LA RIVIERE OUEST           
LIEU-DIT   LES ROUBINES               
LIEU-DIT   LE ROUCASSET               
LIEU-DIT   LE ROUREOU                 
LIEU-DIT   SAINT ANTOINE              
LIEU-DIT   SAINT ARNOUX               
LIEU-DIT   SAINT JEAN                 
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SOMMET DE COURMETTES       
LIEU-DIT   LE SOMMET DU CAIRE         
LIEU-DIT   LA TAILLAROTTE             
LIEU-DIT   LE TOURONET                
LIEU-DIT   LA TOURRAQUE               
LIEU-DIT   LA TRANCHE                 
LIEU-DIT   LE TRAVERS                 
LIEU-DIT   LE TUF                     
LIEU-DIT   LA TUILIERE                
LIEU-DIT   LES VALETTES DE CLARE      
LIEU-DIT   LES VALETTES DE SAINT ANTO 
LIEU-DIT   LES VALETTES DU LOUP       
LIEU-DIT   LES VALETTES SUD           
LIEU-DIT   LA VALIERE                 
LIEU-DIT   LES VALLETTES              
LIEU-DIT   LES VALLONS                
LIEU-DIT   LES VERGERS                
LIEU-DIT   LES VERGERS SUD            
LIEU-DIT   LES VIGNONS                
LIEU-DIT   LE VIGNOOU                 
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VILLARS                 
LIEU-DIT   LES VIRETTES               
LIEU-DIT   SERIE DOMANIALE DE TOURRET 
ROUTE      DES ANCIENS COMBATTANTS    
ROUTE      DE L ANCIENNE GARE         
CHEMIN     DU BAOU                    
CHEMIN     DE LA BAUME                
IMPASSE    DES BERGUIERES             
ROUTE      DES BERGUIERES             
RUE        DE LA BOURGADE             
RUE        DU BREC                    
ROUTE      DES CABANES                
CHEMIN     DES CADENASSES             
ROUTE      DU CAIRE                   
IMPASSE    DE CAMASSADE               
ROUTE      DE CAMASSADE               
ROUTE      DE CANNES                  
IMPASSE    DES CANORGUES              
ROUTE      DES CANORGUES              
CHEMIN     DU CASSAN                  
ROUTE      LA CHAPELLE DE MADELEINE   
CHEMIN     DE LA CHAPELLE ST ANTOINE  
IMPASSE    DU CHATEAU                 
RUE        DU CHATEAU                 
CR         DU CHATEAU                 
CHEMIN     DES CHENES VERTS           
CHEMIN     DU CIMETIERE               
CHEMIN     DES CLAUS                  
ROUTE      DE LA COLLE                
CHEMIN     DE LA COLLE DU MOULIN      
CHEMIN     DE LA COMBE                
