20151101
04         ALPES DE HAUTE-PROVENCE       
LIEU-DIT   LES COUGNETS DE LA COMBE   
LIEU-DIT   CUGURET ET L ESTERNOUE     
LIEU-DIT   DETRET                     
LIEU-DIT   LE FAYENC                  
LIEU-DIT   LES FAYSSES                
LIEU-DIT   LA GABRIELLE               
LIEU-DIT   LES GACHES                 
LIEU-DIT   LES GAILLIACHES            
LIEU-DIT   LES GARCINS                
LIEU-DIT   GASTINEL                   
LIEU-DIT   GINESTIAS ET MARMET        
LIEU-DIT   LES GRANGES                
LIEU-DIT   HAMEAU DE BANCHET          
LIEU-DIT   HAMEAU DE BOLE             
LIEU-DIT   HAMEAU DES MARMETS         
LIEU-DIT   HAMEAU DES TOURNIAIRES     
LIEU-DIT   HAMEAU DES VIVIANS         
LIEU-DIT   LES MACONS                 
LIEU-DIT   MAREMOUERT                 
LIEU-DIT   MARMET ET LA PRAYE         
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   LES OCHES                  
LIEU-DIT   L OUBERIE ET COUMOUDIARD   
LIEU-DIT   PENI                       
LIEU-DIT   LES PERIERS                
LIEU-DIT   PICONCELY                  
LIEU-DIT   LE PLAN DE SIBLET          
LIEU-DIT   LE PLAN DES PERIERS        
LIEU-DIT   LES PORTS                  
LIEU-DIT   PRE LA SOUETTE             
LIEU-DIT   PRE RIEN                   
LIEU-DIT   ROCHER DES MOULINS         
LIEU-DIT   LA ROCHETTE                
LIEU-DIT   LA ROUVIERE                
LIEU-DIT   SAINT JEAN                 
LIEU-DIT   SAINT PONS                 
LIEU-DIT   SERRE BOUCHARD             
LIEU-DIT   SERRE BRUNET               
LIEU-DIT   SOURBIERES                 
LIEU-DIT   SOUS LA CROIX              
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VILLARD                 
LIEU-DIT   VILLARD LA COUR ET BOTTI   
LIEU-DIT   URTIS                      
LIEU-DIT   LES ABRACHYS               
           commune :     VERDACHES                      departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   ADROIT DE CHARCHE          
LIEU-DIT   L AUCHETTE                 
LIEU-DIT   BLAYEUL                    
LIEU-DIT   LE BOURGUET                
LIEU-DIT   BURIN                      
LIEU-DIT   CHAMBE PESSAYE             
LIEU-DIT   COMBETTES                  
LIEU-DIT   LA COTE                    
LIEU-DIT   FERAUDE                    
LIEU-DIT   FLAGUSTELLE                
LIEU-DIT   FROMAGET                   
LIEU-DIT   GARREOUS                   
LIEU-DIT   HUBAC DE CHARCHE           
LIEU-DIT   MAL HIVERT                 
LIEU-DIT   MAL PORCHER                
LIEU-DIT   LE MELEZE                  
LIEU-DIT   NESCON                     
LIEU-DIT   PETITE PINEE               
LIEU-DIT   PRE SOUBEIRAN              
LIEU-DIT   PUI                        
LIEU-DIT   LA ROUTE                   
LIEU-DIT   SAINT DONIN                
LIEU-DIT   LA SAMBUE                  
LIEU-DIT   SANSENU                    
LIEU-DIT   LES SAUVES                 
LIEU-DIT   LE SERRE                   
LIEU-DIT   LA SERRE                   
LIEU-DIT   SERRE DE LA PIERRE         
LIEU-DIT   LA VIERE                   
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VILLARD                 
LIEU-DIT   VILLE VIEILLE              
ROUTE      ROUTE DE DIGNE             
           commune :     VERGONS                        departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   L ADRECH                   
LIEU-DIT   L AJAX                     
LIEU-DIT   BAS CREMON                 
LIEU-DIT   CHAMATTE                   
LIEU-DIT   CHATEAU VIEL               
LIEU-DIT   CIL                        
LIEU-DIT   LES CLAUSSES               
LIEU-DIT   LES CLOTS                  
LIEU-DIT   CLOTS DE PARREYMOND        
LIEU-DIT   LES COLLES                 
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE CROUE                
LIEU-DIT   COMBE GIBERGE              
LIEU-DIT   COMBE TOUITE               
LIEU-DIT   LA COUESTE                 
LIEU-DIT   CREMON                     
LIEU-DIT   DEFENDS DE L ISCLE         
LIEU-DIT   L ESPINASSE ET PIVENTRU    
LIEU-DIT   LES FERRAIS                
LIEU-DIT   LES FERRAYES               
LIEU-DIT   LE GABRE                   
LIEU-DIT   LA GARDETTE                
LIEU-DIT   LES GLAIRES                
LIEU-DIT   LA GRAU                    
LIEU-DIT   GRAU DES PINS              
LIEU-DIT   L HUBAC                    
LIEU-DIT   L ISCLE                    
LIEU-DIT   LA JALIERE                 
LIEU-DIT   LES LOUBIERES              
LIEU-DIT   MONTAGNE PASTORALE         
LIEU-DIT   NOTRE DAME                 
LIEU-DIT   LA PIBOU                   
LIEU-DIT   PIDANOUX                   
LIEU-DIT   PIERREEN                   
LIEU-DIT   LES PLAINES                
LIEU-DIT   LA POUNCHE ET LA CLEMENCE  
LIEU-DIT   PRA BARET ET PRA BELON     
LIEU-DIT   PRA FARDEL                 
LIEU-DIT   PRA GARNIER                
LIEU-DIT   PRA MARTIN ET LE DEFENDS   
LIEU-DIT   PRA MISTRAL                
LIEU-DIT   PRA MOUTON                 
LIEU-DIT   REDINGAIN                  
LIEU-DIT   LES ROUBINES               
LIEU-DIT   SAINT ANTOINE              
LIEU-DIT   LE SAMBUC                  
LIEU-DIT   SOUS ACO DE LICOUN         
LIEU-DIT   LE TAILLE                  
LIEU-DIT   TRAVERS DE CIL             
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LE VILLAGE                 
           commune :     LE VERNET                      departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   LES BELIERS                
LIEU-DIT   CHAUDOURES                 
LIEU-DIT   LA CLAPETTE                
LIEU-DIT   LE CLOT                    
LIEU-DIT   CUGURET                    
LIEU-DIT   LE DEFENDS                 
LIEU-DIT   LES EICHAUPS               
LIEU-DIT   LES FAISSES                
LIEU-DIT   GOUDEICHARD                
LIEU-DIT   LE HAUT VERNET             
LIEU-DIT   L HUBAC                    
LIEU-DIT   LACHIET                    
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   PARAIS                     
LIEU-DIT   PIERRE GROSSE              
LIEU-DIT   LES PLAINES                
LIEU-DIT   LE PLAN                    
LIEU-DIT   LES ROUITONS               
LIEU-DIT   ROUSSIMAL                  
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   LE SERRE                   
LIEU-DIT   LES SOUQUETS               
LIEU-DIT   LES UMIANES                
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VILLAR                  
LIEU-DIT   VILLE VIEILLE              
LIEU-DIT   LE HAMEAU DU VERNET        
LIEU-DIT   LES GITES                  
           commune :     VILLARS-COLMARS                departement : ALPES DE HAUTE-PROVENCE       
RESIDENCE  ANCIEN HOTEL SUISSE        
RESIDENCE  DU PARC                    
LOT        HAUT DE VILLARS            
LOT        LE COIN DES CHAMPS         
LIEU-DIT   ACO DE VIAL                
LIEU-DIT   ADROIT DE CHASSE           
LIEU-DIT   LE BOSQUET                 
LIEU-DIT   CHABAUD                    
LIEU-DIT   CHASSE                     
LIEU-DIT   CHASSETTE                  
LIEU-DIT   LES CHASTS                 
LIEU-DIT   LES CLOTS                  
LIEU-DIT   CLOTS DE BOSSE             
LIEU-DIT   COTE MEUNIERE              
LIEU-DIT   COTE MOUTTE                
LIEU-DIT   LES COTTES                 
LIEU-DIT   LES COULETTES              
LIEU-DIT   DAUTRES                    
LIEU-DIT   LES ECHATS                 
LIEU-DIT   FERAUDE                    
LIEU-DIT   L HOPITAL                  
LIEU-DIT   LES HUBACS                 
LIEU-DIT   JOYEUX                     
LIEU-DIT   JUAN                       
LIEU-DIT   MARAVAL                    
LIEU-DIT   LA MAULIERE                
LIEU-DIT   MICHA                      
LIEU-DIT   MOURET                     
LIEU-DIT   PIED DE ROCHE              
LIEU-DIT   POMPEYRON                  
LIEU-DIT   LE PRADAS                  
LIEU-DIT   SUR LE PUY                 
LIEU-DIT   LE PUY EST                 
LIEU-DIT   LE PUY OUEST               
LIEU-DIT   REDENAURIS                 
LIEU-DIT   REST                       
LIEU-DIT   REYNAUDE                   
LIEU-DIT   RIOUFLEYRAN                
LIEU-DIT   ROUGNOUSE                  
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SANGRAURE NORD             
LIEU-DIT   SANGRAURE SUD              
LIEU-DIT   SOUS LE VILLAGE            
LIEU-DIT   SOUS MICHA                 
LIEU-DIT   VIERARON                   
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LA CHAPELLE                
RUE        ESIDENCE DU PARC           
           commune :     VILLEMUS                       departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   L ADROIT                   
LIEU-DIT   LES BLACOUIRES             
LIEU-DIT   LES CLOUES                 
LIEU-DIT   LA COLLE                   
LIEU-DIT   CRAU DE CHAUVIN            
LIEU-DIT   LES CRAUX                  
LIEU-DIT   CRAUX SOUS NOTRE DAME      
LIEU-DIT   DUMAINE                    
LIEU-DIT   FONT FALLISSE              
LIEU-DIT   PEIRE GROSSE               
LIEU-DIT   PIFERAT                    
LIEU-DIT   LES PLAINES                
LIEU-DIT   LE PLAN                    
LIEU-DIT   PRE DE L ISCLE             
LIEU-DIT   LE PRIEURE                 
LIEU-DIT   LE SAVEL                   
LIEU-DIT   TEYRON                     
LIEU-DIT   VAUMASQUE                  
LIEU-DIT   VAUREILLANNE               
LIEU-DIT   LE VILLAGE                 
LOT        CHANT DES OISEAUX          
PLACE      DE LA FONTAINE             
MTE        MONTEE DE L'EGLISE         
           commune :     VILLENEUVE                     departement : ALPES DE HAUTE-PROVENCE       
QUA        L AIRE                     
LOT        L INCANTAREL               
LOT        LA BURLIERE                
LOT        LE CADE                    
LOT        LA CHICOTTE 2              
LOT        LA CHICOTTE 1              
QUA        LA CHICOTTE                
LOT        LE CLOS DE SAINT JEAN      
LOT        LE DEVENS                  
LOT        DES ECOLES                 
LOT        JOURDAN                    
LOT        LEYDET                     
LOT        LE LOGISSON                
LOT        LES LOUVES                 
LOT        LA MASSOTTE                
LOT        LA RICAUDE                 
LOT        LE PETIT PLAN              
LOT        LES VIGNES                 
LOT        L ENCANTARELLE             
LOT        LE PLEIN SUD               
LOT        L ENSOLEILLADO             
LOT        LOU CASCAI DOU PARDIGAU    
LIEU-DIT   L ACHANAL                  
LIEU-DIT   LES ADJUS                  
LIEU-DIT   LE BARRY                   
LIEU-DIT   LA BASTIDE DU BOIS         
LIEU-DIT   LES BAUMES                 
LIEU-DIT   LE BOIS D ASSON            
LIEU-DIT   LA BRUYERE                 
LIEU-DIT   LES BUGADIERES             
LIEU-DIT   LE CADE                    
LIEU-DIT   LE CADE FARDELET           
LIEU-DIT   LES CANNEBIERES            
LIEU-DIT   LE CARREFOUR               
LIEU-DIT   LA CAVE                    
LIEU-DIT   LE CHAMP DE CRUIS          
LIEU-DIT   LA CHICOTE                 
LIEU-DIT   LE CLOS D AUBERT           
LIEU-DIT   LE CLOT DE BOUICHARD       
LIEU-DIT   LE CLOUVEAU                
LIEU-DIT   LE CLOUVEOU                
LIEU-DIT   LA COLLE                   
LIEU-DIT   LA COLLE DE PIEBON         
LIEU-DIT   LA COMBE                   
LIEU-DIT   LA COMBE D AZARD           
LIEU-DIT   LA COMBE FOURANE           
LIEU-DIT   COSTEBELLE                 
LIEU-DIT   LE COULET                  
LIEU-DIT   LE DERRIERE DE COSTE BELLE 
LIEU-DIT   LE DESSUS DE SAINT SATURNI 
LIEU-DIT   LE DEVANT DE COSTE BELLE   
LIEU-DIT   LE DEVANT DE COSTEBELLE    
LIEU-DIT   LE DEVENS                  
LIEU-DIT   DUGOU                      
LIEU-DIT   LES DURANCES               
LIEU-DIT   L EMPRUNT                  
LIEU-DIT   LES FAISSES LA TOUR DE FRA 
LIEU-DIT   LA FARIGOURIERE            
LIEU-DIT   FONT CHABANNE              
LIEU-DIT   FONT ROUVIER               
LIEU-DIT   FONTEREYNE                 
LIEU-DIT   FONTOLIVE                  
LIEU-DIT   LES GARENNES               
LIEU-DIT   LE GORGAS                  
LIEU-DIT   LE GRAND JARDIN            
LIEU-DIT   LA GRANGE                  
LIEU-DIT   LA GRANGE VIEILLE          
LIEU-DIT   LA GUERRE ET LE PLAN DE MA 
LIEU-DIT   LA HAUTE USINE             
LIEU-DIT   LES ISCLES                 
LIEU-DIT   LES ISCLES ANCIENNES       
LIEU-DIT   LES KIRIES                 
LIEU-DIT   LE LOGISSON                
LIEU-DIT   LES LOMBARDES              
LIEU-DIT   LES LOUVES                 
LIEU-DIT   LES MAGISTELLES            
LIEU-DIT   LA MEDECINE                
LIEU-DIT   LA MORT DE L HOMME         
LIEU-DIT   LA MOUTTE                  
LIEU-DIT   LE PASQUIER                
LIEU-DIT   LE PETIT PLAN              
LIEU-DIT   LES PETITES LOMBARDES      
LIEU-DIT   LES PETITS KIRIES          
LIEU-DIT   PIEBON                     
LIEU-DIT   PIEBON LE VALLON           
LIEU-DIT   PIEROBERT                  
LIEU-DIT   PIERRETIER                 
LIEU-DIT   LE PIGEONNIER              
LIEU-DIT   LE PIGEONNIER DE L ANGE    
LIEU-DIT   LES PLAINES                
LIEU-DIT   LES PLAINES DE PIEBON      
LIEU-DIT   LES PLAINES DU LOGISSON    
LIEU-DIT   LES PLAINES DU PIGEONNIER  
LIEU-DIT   LE PLAN DE MALAGA          
LIEU-DIT   LA PLANASSE                
LIEU-DIT   PONT DE BACAU              
LIEU-DIT   LE PONT DU LARGUE          
LIEU-DIT   LE PONT DU PATRE           
LIEU-DIT   LE PONT VIEUX              
LIEU-DIT   LES PRES DU MOULIN         
LIEU-DIT   LES QUATRE TOURS           
LIEU-DIT   LES QUATRE TOURS SUD       
LIEU-DIT   LES RABELINES              
LIEU-DIT   RABALINES                  
LIEU-DIT   LES RAVINS                 
LIEU-DIT   LA RICAUDE                 
LIEU-DIT   LA RIVIERE                 
LIEU-DIT   LA ROCHE                   
LIEU-DIT   ROME VIEILLE               
LIEU-DIT   SAINT CANAT                
LIEU-DIT   SAINT JEAN                 
LIEU-DIT   SAINT NICOLAS              
LIEU-DIT   SAINT SATURNIN             
LIEU-DIT   LES SANTONS                
LIEU-DIT   SOUS LA ROUTE              
LIEU-DIT   SOUS LE DEVENS             
LIEU-DIT   SOUS LE PONT DU PATRE      
LIEU-DIT   SOUTEYRON                  
LIEU-DIT   LE THOR                    
LIEU-DIT   LA TOUR DE FRANQUE         
LIEU-DIT   LA TOURACHE                
LIEU-DIT   LA TRANCHE                 
LIEU-DIT   LE TRECOL ET LE PARA       
LIEU-DIT   LA TUILIERE                
LIEU-DIT   LA TUILISSE                
LIEU-DIT   L USINE                    
LIEU-DIT   L USINE DU LARGUE          
LIEU-DIT   LES VIGNES DE PIEBON       
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   FONTEREINE                 
LIEU-DIT   LE CLOS                    
LIEU-DIT   LE CLUVEAU                 
LIEU-DIT   LA PLAINE                  
LIEU-DIT   LE LAUZON                  
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   LE MOULIN                  
LIEU-DIT   LE CANAL                   
           LOTI SSEMENT DES ECOLES    
LOT        LOTISSEMENT L ENCANTARELLE 
           LOTI SSEMENT LA CHICOTTE   
           LOTI SSEMENT LA CHICOTTE 2 
           LOTI SSEMENT LA MASSOTTE   
           LOTI SSEMENT LA BURLIERE   
LOT        SAINT SATURNIN             
LOT        LA DOLCE VITA              
LOT        TARDIEU                    
LOT        TARDIEU 2                  
LOT        LES BALCONS DE LA DURANCE  
LOT        LE PETIT ST JEAN           
LOT        LE MAS ST YVES             
LOT        LA DINDOULETO              
LOT        LES CERISIERS              
LOT        LES QUATRE TOURS           
LOT        LA DOLCEVITA               
LOT        LE JARDIN DES ANGES        
LOT        LE CABANON DES MOLINES     
LOT        LE PIGEONNIER DE L'ANGE    
LOT        LES JARDINS DE LA DURANCE  
CHEMIN     DES OLIVIERS               
ROUTE      DE FORCALQUIER             
RUE        GRAND                      
           1   CHEMIN DES OLIVIERS    
RUE        DE LA PLACETTE             
CHEMIN     DE LA BASTIE               
CHEMIN     DE LA BUGADIERE            
PLACE      AIME  AILLAUD              
RUE        DES ARCADES                
RUE        DU BARRY                   
CHEMIN     DE LA CHAPELLE             
RUE        DU CHATEAU                 
CHEMIN     NEUF                       
RUE        DU CLOS D AUBERT           
CHEMIN     DU CLOS BOUICHARD          
CHEMIN     DES ECOLIERS               
CHEMIN     DE LA COMBE D AZARD        
CHEMIN     DE LA COOPERATIVE          
RUE        DES CROTTES                
TRA        DU DAUPHIN                 
CHEMIN     DU DEVENS                  
ALLEE      DES ROSIERS                
PLACE      DE LA FONTAINE RONDE       
CHEMIN     DES LOUVES                 
CHEMIN     DE LA MAGNANE              
CHEMIN     DE LA PLAINE               
CHEMIN     DU MOULIN                  
N          96                         
RUE        GRANDE                     
CHEMIN     DES SANTONS                
CHEMIN     DES SEIGNES                
CHEMIN     DU STADE                   
CHEMIN     DU TRECOL                  
RUE        DU TROU DU LOUP            
CHEMIN     DES QUATRE TOURS           
CHEMIN     DU PIGEONNIER DE L ANGE    
CHEMIN     DE LA TUILISSE             
CHEMIN     DE SAINT PIERRE            
CHEMIN     DU THOR                    
MTE        DU COULET                  
CHEMIN     DU CLOS DE BOUICHARD       
CHEMIN     ST JEAN                    
CHEMIN     DE LA TUBETTE              
CHEMIN     DES VIGNES                 
IMPASSE    LE RAVIN                   
RUE        DES CERISIERS              
CHEMIN     DES VERGERS                
CHEMIN     DU PETIT ST JEAN           
RUE        DU PLAN                    
MTE        DE LA CHAPELLE             
RUE        DU LOGISSON                
MTE        DE L EGLISE                
RUE        DE LA FORGE                
RUE        DE LA CHICOTTE             
RUE        DE LA RICAUDE              
MTE        DU CANAL                   
PLACE      DU BRANCAN                 
TRA        DU CAMPIE                  
CHEMIN     DE L'EIGADIE               
CHEMIN     DU BOUSCATIE               
RUE        JOSEPH ROUMANILLE          
RUE        JEAN BRUNET                
RUE        THEODORE AUBANEL           
RUE        DES LAVANDIERES            
RUE        DES RADELIERS              
RUE        DU DEPERCHEMENT            
RUE        DE ST SATURNIN             
