20151101
94         VAL DE MARNE                  
RUE        DE BELLEVUE                
RUE        DE BELLEVUE PROLONGEE      
RUE        BERNARD PALISSY            
RUE        BERTHELOT                  
RUE        DU BLANDIN                 
RUE        BLANQUI                    
IMPASSE    BOIELDIEU                  
PLACE      BOIELDIEU                  
RUE        BOIELDIEU                  
VOIE       PLACE BOILEAU              
RUE        BOILEAU                    
CITE       BOIS MATAR                 
RUE        DU BOIS MATAR              
RUE        DU BOIS COLBERT            
ALLEE      DES BOSQUETS               
VOIE       PLACE DU BOIS MATAR        
VOIE       PROM DU BORD DE SEINE      
RUE        BRANLY                     
RUE        DE LA BRETONNERIE          
RUELLE     DES BRETONS                
RUE        DE BRICQUEBEC              
IMPASSE    DES BUCHERIAUX             
RUE        BURGER                     
SENTIER    DES BUTTES                 
RUE        CAMILLE CLAUDEL            
RUE        CAMILLE FLAMMARION         
RUE        DU CANAL                   
AVENUE     CARNOT                     
CHEMIN     DU CENTRE D APPRENTISSAGE  
ALLEE      CHARLES BENOIST            
AVENUE     CHARLES BAUDELAIRE         
RUE        CHARLES CHAPLIN            
RUE        CHARLES PEGUY              
RUE        DES CHATAIGNIERS           
RUE        DU CHATEAU                 
RUE        CHAZAL                     
RUE        DU CHEMIN DE FER           
RUE        DES CHENES                 
AVENUE     DE CHOISY                  
RUE        DES SAPEURS POMPIERS PARIS 
VOIE       SENTIER DU CLOSEAU         
CENTRE     CIAL GRAVIERS              
RUE        CONDORCET                  
RUE        COURTELINE                 
RUELLE     AUX COCHONS                
CHEMIN     DE CONTRE HALAGE           
ALLEE      DE CROSNE                  
RUE        DE CROSNE                  
CHEMIN     DE LIMEIL A CROSNE         
RUE        CURIE                      
RUE        DANDRIEUX                  
RUE        DANTON                     
PASSAGE    DAZEVILLE                  
IMPASSE    DAZEVILLE                  
AVENUE     DELETANG                   
RUE        DENIS PAPIN                
RUE        DIDEROT                    
AVENUE     DIVISION LECLERC           
RUE        DU DOCTEUR CHARCOT         
RUE        DU DOCTEUR INFROIT         
RUE        DU DOCTEUR ROUX            
RUE        DU DOCTEUR ZAMENHOF        
QUAI       DUBEL                      
VOIE       COUR D EASTLEIGH           
AVENUE     D EASTLEIGH                
           ECOLE P V COUTURIER        
RUE        DE L EGLISE                
RUE        EDMONT ROSTAND             
RUE        EDOUARD GIRARD             
RUE        EDOUARD VAILLANT           
RUE        EMILE BORNE                
RUE        EMILE ZOLA                 
PLACE      DES ERABLES                
RUE        DES ERABLES                
ALLEE      DES ERABLES                
RUE        ERNEST RENAN               
RUE        DE L EST                   
RUE        EUGENE SUE                 
AVENUE     DE L EUROPE                
VOIE       PLACE DE L EUROPE          
           FERME DE LA FONTAINE       
CHEMIN     DE LA FERME DE LA TOUR     
RUE        FERNAND PELLOUTIER         
SQUARE     FERRER                     
RUE        FERRER ET SIEGFRIED        
SENTIER    DU FIL DE SOIE             
CHEMIN     DU FORT                    
RUE        DU FOYER                   
RUE        FRANCIS MARTIN             
RUE        FRANKLIN                   
RUE        FREDERIC CHOPIN            
RUE        DES FRERES CLEMENT         
AVENUE     DES FUSILLES               
RUE        GABRIEL CORDIER            
CITE       GABRIEL PERI               
ALLEE      GAMBETTA                   
RUE        GAMBETTA                   
SENTIER    GAMBETTA                   
RUE        GARIBALDI                  
RUE        DE LA GENDARMERIE          
AVENUE     DU GENERAL DE GAULLE       
RUE        GEORGE SAND                
RUE        GEORGES PICOT              
RUE        GERARD DE NERVAL           
RUE        GERVAIS                    
ALLEE      GILBERT DESCHANCIAUX       
RUE        DE LA GRANDE MONTAGNE      
RUELLE     DU GRAND SENTIER           
CHEMIN     DE LA GRANGE               
           RES DES GRAVIERS           
AVENUE     GUILLAUME APOLLINAIRE      
RUE        GUSTAVE FLAUBERT           
RUE        GUTEMBERG                  
RUE        GUY DE MAUPASSANT          
RUE        GUYNEMER                   
VOIE       CHEMIN DE HALAGE           
PLACE      HECTOR BERLIOZ             
RUE        HELENE BOUCHER             
SQUARE     HENRI BARBUSSE             
RUE        HENRI JANIN                
RUE        HENRI LEDUC                
ALLEE      HENRI ORSET                
RUE        HENRI SELLIER              
CHEMIN     HERBU                      
RUE        HOCHE                      
AVENUE     DU HUIT MAI 1945           
RUE        DES ILES                   
VILLA      DES ILES                   
RUE        JACQUARD                   
RUE        JACQUES PREVERT            
RUE        JEAN BAPTISTE CLEMENT      
RUE        JEAN CORBIER               
RUE        JEAN GUYONNET              
RUE        JEAN JACQUES ROUSSEAU      
PLACE      JEAN JAURES                
RUE        JEAN JAURES                
RUE        JEAN LOUIS                 
RUE        JEAN-MARIE CASTEL          
PLACE      JEAN MONNET                
CAR        JEAN MOULIN                
ALLEE      JEAN PAPADOPOULOS          
RUE        JEANNE D ARC               
RUE        JULES FERRY                
RUE        JULES GUESDE               
RUE        JULES JACQUEMARD           
PLACE      JULES VALLES               
RUE        JULES VERNE                
RUE        DE LA JUSTICE              
AVENUE     KORNWESTHEIM               
RUE        LABORE                     
RUE        LA FONTAINE                
RUE        LAMARTINE                  
VOIE       PLACE DU LAVOIR            
RUE        LAVOISIER                  
RUE        LENOTRE                    
RUE        LEON BLUM                  
RUE        LEON MAURRIS               
AVENUE     LEO LAGRANGE               
SQUARE     AUGUSTE LETORGEON          
RUE        DE LIMEIL                  
CAR        DU LION                    
RUE        LOUIS ARAGON               
RUE        LOUIS ARMAND               
ALLEE      LOUIS JOUVET               
RUE        LOUISE MICHEL              
RUE        MADELEINE                  
AVENUE     MALOTEAU                   
CITE       MALOTEAU                   
PLACE      MALOTEAU                   
PLACE      MANSARD                    
RUE        MARC SEGUIN                
RUE        MARCEL PAGNOL              
RUE        MARCEL SEMBAT              
RUE        DU MARECHAL FOCH           
CAR        DU MARECHAL JUIN           
RUE        MARGUERITE                 
RUE        DE LA MARNE                
AVENUE     DES MARRONNIERS            
RUE        MASSENET                   
ALLEE      MATISSE                    
PASSAGE    MAURICE                    
AVENUE     DE MELUN                   
RUE        MICHEL                     
IMPASSE    MICHEL                     
RUE        MICHELET                   
PLACE      MOULIERAT                  
RUE        DU MOUTIER                 
ALLEE      MOZART                     
RUE        NOBLEMAIRE                 
RUE        NOUVELLE                   
RUE        NUNGESSER ET COLI          
CHEMIN     DES OISEAUX                
PASSAGE    DE L ORANGERIE             
RUELLE     DE L ORANGERIE             
RUE        DE L ORME STE MARIE        
RUE        PABLO PICASSO              
CHEMIN     DE LA PAIX                 
BOULEVARD  DE LA PAIX                 
COUR       DE LA PAIX                 
QUAI       PAPELIER                   
RUELLE     DU PARC                    
VOIE       IMPASSE DE PARIS           
RUE        DE PARIS                   
RUE        PARMENTIER                 
RUE        PASTEUR                    
RUE        PAUL BERT                  
RUE        PAUL CEZANNE               
RUE        PAUL ELUARD                
RUE        PAUL LAFARGUE              
AVENUE     PAUL VERLAINE              
CHEMIN     DES PECHEURS               
RUE        DU PETIT PRE               
RUE        DES PEUPLIERS              
IMPASSE    PIERRE SEMARD              
PLACE      PIERRE SEMARD              
AVENUE     PIERRE MENDES FRANCE       
RUE        POMMIER                    
RUE        DU PONT DE FER             
RUE        DU PORT                    
RUE        DU PRESBYTERE              
RUE        LES PRES DE L HOPITAL      
AVENUE     DU PDT J F KENNEDY         
RUE        DU PRESIDENT KRUGER        
RUE        DU PRESIDENT WILSON        
RUE        PROUDHON                   
RUE        RACINE                     
RUE        RAYMOND JURET              
RUE        RAYMOND DE LA GRANGE       
RUE        RAYMOND GUENOT             
RUE        RENE CASSIN                
RUE        RENE FALLET                
RUE        RENE GOGUELAT              
RUE        RENE GUEGAN                
AVENUE     DE LA REPUBLIQUE           
AVENUE     REY                        
RUE        ROBERT SCHUMANN            
ALLEE      ROGER CALVIER              
RUE        DU ROI ALBERT 1ER          
RUE        ROLAND GARROS              
RUE        SACCO VANZETTI             
RUE        SAINT EXUPERY              
IMPASSE    SAINT GEORGES              
PLACE      SAINT GEORGES              
RUE        SAINT JUST                 
RUE        DES SAUSSAIES              
AVENUE     DE LA SAUSSAIE PIDOUX      
CAR        SCHWEITZER                 
PASSAGE    SEJOURNE                   
CITE       SELLIER                    
ALLEE      DU SERVICE MEDICAL         
RUE        SIMONE DE BEAUVOIR         
PLACE      SOLFERINO                  
ALLEE      DE LA SOURCE               
RUE        DU TGV                     
RUE        THIMONNIER                 
RUE        DES TILLEULS               
RUE        TRAVERSIERE                
AVENUE     DE VALENTON                
CHEMIN     DE VALENTON A CROSNES      
RUE        VAL POMPADOUR              
RUE        DE VERDUN                  
ALLEE      DU VERT COTEAU             
RUE        VICTOR DURUY               
RUE        VICTOR HUGO                
VCHE       VIEUX CHE DE PARIS         
RUE        DES VIGNES                 
SENTIER    DE VIGNEUX                 
RUE        VILLEBOIS MAREUIL          
RUE        VINCENT VAN GOGH           
RUE        VOLTAIRE                   
AVENUE     WINSTON CHURCHILL          
RUE        DE L YERRES                
QUAI       DE L YERRES                
           commune :     VILLIERS SUR MARNE             departement : VAL DE MARNE                  
PARC       VICTORIA                   
LIEU-DIT   LES ARMOIRIES              
LIEU-DIT   LES BASSES NOUES           
LIEU-DIT   LE BEAU REGARD             
LIEU-DIT   LE BOIS DES RAYONS         
LIEU-DIT   LES BOUTARAINES            
LIEU-DIT   LE BROU                    
LIEU-DIT   LES BUTTES DE TERRE        
LIEU-DIT   LES CAILLOUX               
LIEU-DIT   LE CHEMIN DE MALNOUE       
LIEU-DIT   LE CHEMIN DE PARIS         
LIEU-DIT   LA CROIX RUBIS             
LIEU-DIT   LE CUL DE SAC DES IVRIS    
LIEU-DIT   DERRIERE LES JARDINS       
LIEU-DIT   L ERABLE                   
LIEU-DIT   LES FECANTS                
LIEU-DIT   LES GRANDS FOSSES          
LIEU-DIT   LES GRAVIERS               
LIEU-DIT   LES HAUTES NOUES           
LIEU-DIT   LES LUATS                  
LIEU-DIT   LES MAISONS ROUGES         
LIEU-DIT   LA MARE BOYER              
LIEU-DIT   LES MARINS                 
LIEU-DIT   LES MORVRAINS              
LIEU-DIT   LA MUETTE                  
LIEU-DIT   LES NANGUES                
LIEU-DIT   L ORME A PIQUET            
LIEU-DIT   LES PIERRE                 
LIEU-DIT   LA PILEUSE                 
LIEU-DIT   LA POINTE                  
LIEU-DIT   LES PONCEAUX               
LIEU-DIT   LES PORTATS                
LIEU-DIT   LES RAMEAUX                
LIEU-DIT   LES SABLONS                
LIEU-DIT   SAINT DENIS                
LIEU-DIT   LES SAUSSAIES              
LIEU-DIT   LES VOIES DE BRY           
LIEU-DIT   LA PIPEE                   
LIEU-DIT   LE REGARD DES LUAS         
LIEU-DIT   LA REMISE DES LONGUES RAIE 
CHEMIN     DE FER PARIS MULHOUSE      
RUISSEAU   DE LA LANDE                
AUTOROUTE  A 4                        
AUTOROUTE  A 87                       
ZAC        PIERRE ET MARIE CURIE      
FOS        GUEDONNET                  
RUE        DES ACACIAS                
RUE        A MENTIENNE                
RUE        ALBERT SCHWEITZER          
RUE        ALEXANDRE 3                
AVENUE     ALFRED                     
